A,B,C,D,Volume,Area,Area_Formula,Volume_Formula,Peso,Densidade_arquimedes,Densidade_imagem,Densidade_formula,Classe
61.87,44.78,34.21,27.66,63.62,78.51,79.57,64.95,62.00,1074.24,974.60,954.54,1
57.94,44.64,29.85,28.09,56.30,72.38,75.37,60.46,54.40,1075.07,966.26,899.71,1
57.80,45.19,30.56,27.24,59.02,74.04,76.40,61.82,57.50,1064.66,974.20,930.18,1
56.07,44.26,29.68,26.39,55.08,70.50,72.75,57.50,53.90,1075.84,978.53,937.46,1
54.10,41.26,28.21,25.89,47.68,64.20,64.88,48.23,49.00,1079.51,1027.78,1015.98,1
61.95,43.39,31.85,30.10,60.25,75.63,76.61,61.08,60.40,1068.78,1002.57,988.82,1
57.59,45.86,30.07,27.52,60.57,75.14,77.60,63.41,58.60,1071.11,967.55,924.08,1
59.85,45.75,30.92,28.93,63.60,77.92,79.63,65.60,60.00,1073.12,943.35,914.64,0
57.28,44.66,31.56,25.72,58.02,73.15,74.80,59.83,58.10,1079.77,1001.32,971.12,1
58.96,44.27,30.63,28.33,58.92,74.21,75.58,60.50,57.50,1082.74,975.86,950.38,1
61.50,43.68,36.15,25.35,57.97,75.05,76.91,61.43,59.90,1079.06,1033.36,975.15,1
57.86,43.76,30.20,27.66,56.21,71.76,73.43,58.00,54.90,1065.96,976.76,946.50,1
59.63,44.30,34.21,25.42,60.14,75.17,76.39,61.28,58.20,1081.63,967.79,949.75,1
58.86,45.28,29.93,28.93,59.88,74.80,77.61,63.17,58.10,1073.77,970.20,919.73,1
61.27,47.98,30.63,30.63,70.53,83.25,85.99,73.84,64.40,1067.63,913.06,872.15,1
63.64,47.04,33.69,29.95,72.42,85.16,86.38,73.75,66.40,1063.68,916.85,900.37,1
60.66,45.63,32.59,28.07,64.96,78.75,80.21,66.14,60.20,1059.60,926.69,910.21,1
59.52,43.71,31.88,27.64,57.40,72.95,74.96,59.55,55.30,1071.64,963.34,928.61,0
60.52,43.94,33.38,27.14,59.36,74.67,76.44,61.19,55.70,1066.96,938.31,910.26,1
59.05,44.17,34.85,24.20,58.69,74.03,75.58,60.31,57.00,1071.30,971.14,945.07,1
57.75,45.96,29.87,27.89,62.76,76.85,77.97,63.88,56.90,1071.44,906.68,890.77,0
62.44,45.08,34.24,28.21,65.12,79.39,80.79,66.43,59.70,1081.32,916.78,898.65,1
61.10,44.78,31.45,29.66,62.49,77.13,78.76,64.14,59.80,1075.32,956.88,932.28,1
60.23,44.43,33.13,27.10,61.08,75.97,77.19,62.24,60.10,1059.71,983.93,965.55,1
59.88,42.78,34.73,25.14,56.72,72.55,73.43,57.39,55.80,1068.88,983.73,972.36,1
60.26,46.46,31.68,28.58,63.61,79.46,81.59,68.10,61.80,1076.38,971.52,907.47,1
57.06,46.27,30.92,26.14,61.91,76.14,77.97,63.98,54.50,1079.19,880.36,851.88,1
58.02,44.46,33.67,24.35,59.00,74.02,75.17,60.06,53.10,1059.88,900.03,884.14,1
57.24,44.94,31.87,25.37,58.84,73.71,75.36,60.53,56.40,1064.03,958.48,931.72,1
57.75,44.71,33.40,24.35,58.82,73.73,75.43,60.45,58.20,1071.65,989.44,962.73,1
59.04,44.23,34.17,24.87,59.68,74.69,75.68,60.48,57.40,1062.81,961.83,949.02,1
59.52,42.70,32.65,26.87,54.75,70.78,72.83,56.81,51.40,1068.69,938.85,904.79,1
56.00,45.16,29.29,26.71,57.46,72.55,74.56,59.81,51.70,1070.47,899.77,864.43,1
59.81,46.00,31.92,27.89,63.88,77.96,80.14,66.27,56.90,1071.44,890.75,858.64,1
61.17,45.08,33.49,27.68,63.08,77.70,79.52,65.08,58.70,1069.03,930.56,901.96,1
61.91,44.12,34.59,27.32,61.96,76.80,78.19,63.10,60.10,1080.72,969.97,952.44,1
59.92,45.64,32.85,27.07,63.77,77.75,79.51,65.37,60.10,1069.16,942.42,919.37,1
62.35,45.25,33.17,29.18,65.07,79.40,81.06,66.85,60.10,1078.77,923.59,899.01,1
61.20,45.60,35.26,25.94,57.99,77.40,80.76,66.63,57.40,1068.75,989.77,861.43,1
61.63,46.19,32.48,29.15,65.51,79.24,82.40,68.85,58.30,1061.74,889.90,846.77,1
60.29,45.48,31.92,28.37,63.17,77.57,79.49,65.30,58.60,1061.39,927.64,897.43,1
59.48,44.18,32.37,27.12,59.22,74.37,75.92,60.78,55.30,1071.64,933.83,909.82,1
59.58,44.01,33.67,25.91,59.26,74.44,75.69,60.41,54.80,1085.13,924.78,907.08,1
62.66,44.91,33.72,28.94,64.83,79.52,80.63,66.19,60.30,1053.93,930.10,911.08,1
58.72,44.93,33.63,25.09,61.20,75.79,76.82,62.05,54.30,1058.43,887.29,875.09,1
60.73,45.60,31.22,29.51,63.59,78.03,80.18,66.12,58.60,1073.08,921.51,886.23,1
59.63,43.78,33.74,25.89,58.73,74.06,75.26,59.84,57.10,1071.16,972.31,954.17,1
58.89,44.76,29.82,29.08,60.33,75.11,76.55,61.79,60.10,1074.91,996.26,972.63,1
62.35,45.52,33.69,28.66,65.29,79.47,81.67,67.66,63.40,1061.63,971.11,937.08,1
57.68,45.74,32.03,25.65,61.06,75.66,77.48,63.18,60.10,1069.16,984.20,951.27,1
61.69,45.14,33.35,28.34,63.94,78.24,80.17,65.83,56.00,1068.60,875.85,850.70,1
58.56,44.75,31.15,27.41,60.54,75.30,76.22,61.42,55.20,1067.63,911.83,898.80,0
57.41,43.06,30.20,27.21,54.63,70.46,71.56,55.73,52.20,1065.35,955.46,936.64,1
55.90,43.87,31.59,24.31,54.53,69.73,71.85,56.33,55.30,1069.56,1014.06,981.78,1
59.11,45.80,30.20,28.91,63.12,77.40,78.98,64.91,61.70,1058.02,977.53,950.51,0
57.59,43.76,32.72,24.87,56.38,71.79,73.24,57.73,53.10,1059.88,941.82,919.77,1
59.11,45.50,29.93,29.18,62.74,77.05,78.34,64.07,54.60,1066.36,870.28,852.13,1
61.29,45.98,33.90,27.39,66.71,80.44,81.62,67.84,60.10,1071.07,900.87,885.87,1
57.69,45.35,31.97,25.72,60.74,75.34,76.66,62.13,58.70,1070.98,966.48,944.84,1
58.04,44.23,31.40,26.64,57.80,73.02,74.63,59.46,58.30,1067.59,1008.63,980.47,1
57.06,45.75,31.67,25.39,61.19,75.62,76.89,62.54,60.10,1076.84,982.15,960.94,1
56.07,42.65,28.16,27.91,52.67,68.82,69.46,53.41,50.40,1061.16,956.86,943.73,1
60.90,48.84,32.22,28.68,73.67,85.46,87.55,76.05,63.50,1057.98,861.93,834.93,1
61.58,46.00,33.19,28.39,66.93,80.76,81.94,68.23,59.10,1072.40,883.01,866.22,1
61.31,44.48,32.92,28.39,61.71,76.67,78.35,63.52,57.60,1058.65,933.44,906.85,0
60.14,45.61,35.08,25.06,64.17,77.92,79.74,65.51,61.50,1071.15,958.32,938.83,1
58.61,42.46,32.58,26.03,54.62,70.56,71.51,55.34,52.00,1074.45,951.97,939.73,1
60.10,47.00,32.30,27.80,66.59,80.26,82.63,69.51,60.60,1059.17,910.11,871.86,0
59.94,45.49,33.80,26.14,63.46,77.94,79.23,64.95,55.10,1065.69,868.22,848.32,0
60.67,44.33,30.70,29.98,60.93,75.97,77.37,62.43,54.30,1077.36,891.21,869.78,1
56.00,42.94,30.38,25.62,52.36,68.29,70.02,54.08,48.50,1070.86,926.25,896.80,0
58.02,42.96,30.88,27.14,54.32,70.25,71.95,56.08,50.10,1061.57,922.30,893.36,1
57.23,42.49,32.03,25.20,53.02,69.13,70.27,54.09,50.20,1075.10,946.89,928.00,1
60.47,41.91,30.60,29.87,53.35,69.85,72.05,55.61,53.10,1059.88,995.27,954.85,0
58.93,44.58,31.47,27.46,59.62,74.73,76.22,61.32,55.50,1065.17,930.91,905.11,1
59.24,43.58,29.73,29.51,57.04,72.71,74.39,58.91,53.50,1067.86,937.90,908.13,1
62.77,43.94,32.13,30.63,62.62,77.66,78.59,63.46,59.90,1077.12,956.55,943.87,1
60.04,44.21,32.17,27.87,59.22,74.34,76.52,61.45,57.30,1064.91,967.58,932.45,1
62.19,44.08,34.51,27.68,62.12,77.14,78.38,63.28,60.10,1072.98,967.51,949.79,1
60.95,43.91,34.10,26.85,59.02,74.34,76.80,61.53,57.60,1060.61,975.95,936.08,1
59.25,45.71,33.13,26.12,64.22,78.25,79.00,64.82,57.90,1068.10,901.60,893.20,1
57.16,44.27,32.40,24.76,57.17,72.47,73.89,58.65,52.70,1062.52,921.83,898.55,1
59.75,44.69,32.38,27.37,61.04,75.81,77.28,62.49,59.80,1073.39,979.65,956.93,1
57.00,42.45,29.14,27.87,52.73,68.81,69.91,53.77,53.30,1063.87,1010.86,991.20,1
59.75,44.44,32.65,27.10,59.10,74.26,76.75,61.80,58.50,1071.25,989.88,946.67,1
59.65,45.37,34.58,25.07,62.87,76.94,78.72,64.29,60.10,1065.36,955.94,934.79,1
61.28,46.16,33.05,28.23,66.09,79.85,81.98,68.36,59.60,1075.60,901.82,871.86,1
58.70,44.91,30.87,27.84,60.69,75.31,76.69,61.99,55.40,1069.42,912.80,893.68,1
58.63,45.30,29.93,28.71,61.32,75.83,77.44,63.00,59.90,1071.33,976.83,950.83,1
58.75,45.46,30.38,28.37,61.71,76.14,77.90,63.58,61.60,1071.02,998.26,968.92,1
60.70,44.08,31.72,28.98,60.65,75.84,76.87,61.76,60.10,1076.84,990.91,973.16,0
60.04,45.73,32.15,27.89,63.94,78.15,79.79,65.74,60.20,1061.48,941.46,915.72,1
55.46,44.59,30.67,24.79,56.23,71.36,72.88,57.74,50.10,1072.96,891.05,867.75,0
59.47,44.43,32.63,26.84,59.89,74.83,76.44,61.45,53.90,1075.84,899.93,877.08,1
57.88,45.57,30.97,26.91,61.21,75.72,77.30,62.95,57.40,1070.75,937.73,911.83,1
55.96,44.06,28.90,27.06,54.32,69.82,72.22,56.87,52.50,1054.23,966.47,923.18,1
59.83,45.50,33.92,25.91,63.63,77.92,79.15,64.86,60.10,1067.26,944.59,926.57,1
59.21,44.11,31.25,27.96,57.25,72.73,75.48,60.31,52.70,1060.38,920.57,873.78,1
59.46,44.55,34.67,24.79,59.72,74.92,76.78,61.80,54.60,1068.45,914.32,883.56,1
59.35,43.49,31.17,28.18,56.97,72.49,74.31,58.77,51.80,1068.11,909.23,881.40,0
60.08,43.26,33.69,26.39,57.60,73.34,74.57,58.86,52.60,1069.14,913.20,893.58,1
61.78,43.89,34.07,27.71,60.45,75.58,77.55,62.31,56.50,1069.96,934.65,906.74,1
60.90,45.37,31.34,29.57,64.28,78.22,79.85,65.64,60.10,1078.77,935.02,915.58,1
58.43,43.77,31.59,26.84,55.99,71.78,74.04,58.62,54.00,1077.84,964.47,921.15,1
57.20,45.67,30.12,27.09,60.55,74.91,76.82,62.48,55.10,1074.02,909.92,881.82,1
58.75,45.08,31.91,26.84,61.24,75.82,77.13,62.53,56.30,1074.33,919.31,900.38,1
59.02,43.14,32.80,26.22,56.30,71.92,73.31,57.52,53.00,1064.27,941.41,921.49,1
59.56,43.48,32.67,26.89,56.48,72.23,74.53,58.97,55.30,1073.72,979.17,937.79,1
60.28,44.34,32.44,27.84,60.33,75.42,77.04,62.05,58.10,1077.77,962.97,936.27,1
54.19,43.16,29.10,25.09,50.55,66.44,68.73,52.85,48.30,1078.38,955.55,913.89,1
58.08,46.75,32.58,25.50,65.28,78.69,80.06,66.46,57.70,1074.34,883.88,868.15,1
60.90,45.12,33.59,27.31,63.69,77.76,79.35,64.92,57.70,1076.35,905.94,888.81,1
59.35,42.51,31.94,27.41,54.97,71.07,72.28,56.16,53.30,1066.00,969.58,949.08,1
56.84,42.76,31.94,24.89,53.41,69.38,70.46,54.41,52.70,1060.38,986.65,968.55,1
60.85,46.02,32.67,28.18,66.77,80.42,81.25,67.49,64.30,1069.52,963.06,952.75,1
58.56,44.48,29.93,28.64,57.63,73.05,75.63,60.67,55.80,1072.99,968.21,919.67,1
59.58,45.58,33.10,26.47,63.81,78.03,79.04,64.81,55.30,1073.72,866.62,853.27,1
58.39,44.61,31.33,27.06,59.42,73.93,75.75,60.84,53.20,1066.14,895.39,874.45,0
60.23,44.68,32.87,27.37,62.07,76.68,77.72,62.95,59.10,1072.40,952.08,938.88,1
58.38,42.35,33.32,25.06,53.77,69.40,71.08,54.82,53.60,1069.86,996.76,977.78,1
60.77,44.21,33.15,27.62,59.97,75.12,77.25,62.20,57.70,1074.34,962.10,927.71,1
57.09,44.23,31.09,26.00,56.72,71.95,73.71,58.49,53.90,1075.84,950.20,921.56,1
60.08,45.50,31.17,28.91,63.68,77.98,79.32,65.13,55.70,1077.30,874.64,855.19,1
62.28,45.41,35.32,26.96,65.98,79.89,81.40,67.24,58.00,1071.93,879.08,862.55,1
58.77,43.46,33.67,25.10,56.95,72.24,73.78,58.13,53.60,1069.86,941.16,922.03,1
61.23,43.68,34.13,27.10,59.68,75.02,76.57,61.16,57.50,1078.67,963.40,940.16,1
60.44,45.39,32.87,27.57,62.97,77.28,79.48,65.21,59.10,1076.31,938.53,906.27,1
58.94,44.88,29.84,29.10,59.64,74.46,76.85,62.16,55.90,1076.99,937.34,899.26,1
57.47,43.68,31.87,25.60,54.73,70.32,72.93,57.40,50.10,1091.70,915.49,872.82,1
63.67,46.47,34.44,29.23,70.36,83.67,85.13,72.00,62.10,1075.97,882.55,862.50,1
62.42,45.05,31.22,31.20,65.18,79.51,80.67,66.33,58.90,1072.67,903.71,887.98,1
62.06,45.73,31.15,30.90,66.36,80.24,81.80,67.95,60.60,1064.77,913.19,891.84,1
58.96,44.85,33.02,25.94,60.01,74.99,76.87,62.11,55.20,1071.78,919.79,888.75,1
59.65,43.80,30.95,28.71,58.26,73.74,75.26,59.93,56.60,1069.83,971.58,944.37,1
59.62,45.10,35.82,23.80,62.05,75.88,78.18,63.50,58.10,1083.81,936.40,914.95,1
58.41,45.13,32.60,25.81,59.74,74.26,76.92,62.30,56.30,1078.45,942.48,903.73,1
60.10,42.76,30.70,29.41,56.11,72.32,73.49,57.54,55.30,1080.03,985.63,961.11,1
59.48,43.18,31.38,28.10,56.76,72.42,73.78,58.06,56.30,1074.33,991.82,969.65,1
60.31,44.96,33.44,26.87,63.04,77.58,78.43,63.84,60.10,1088.56,953.37,941.47,1
58.68,44.33,31.25,27.43,57.52,73.18,75.44,60.38,56.40,1080.37,980.58,934.08,1
53.30,43.26,29.68,23.62,48.78,65.12,68.13,52.22,45.90,1077.84,941.04,878.92,1
56.15,43.97,29.72,26.43,54.84,70.46,72.24,56.84,50.40,1070.20,919.07,886.68,1
59.98,43.68,33.38,26.60,58.58,73.91,75.36,59.91,57.40,1082.90,979.80,958.07,0
60.00,44.94,34.38,25.62,61.43,76.06,78.12,63.46,61.30,1080.87,997.86,966.01,1
55.23,42.12,30.04,25.19,49.45,65.57,67.63,51.30,48.70,1072.91,984.92,949.35,1
62.53,46.90,34.29,28.23,69.51,82.58,84.93,72.02,64.60,1074.51,929.36,896.98,1
56.67,45.64,34.10,22.57,60.25,74.69,100.00,61.82,54.90,1087.11,911.24,888.00,1
54.10,41.26,29.20,24.89,47.43,63.99,64.90,48.23,44.30,1094.34,934.08,918.56,0
57.52,44.91,30.81,26.71,58.97,74.00,75.55,60.76,57.90,1084.13,981.94,952.94,1
56.17,42.89,31.35,24.82,52.30,68.15,70.10,54.12,52.70,1079.97,1007.61,973.82,0
56.49,44.44,32.13,24.35,57.66,72.60,73.61,58.42,56.10,1076.69,972.92,960.32,1
61.08,46.23,31.94,29.14,65.01,79.16,81.92,68.35,60.30,1063.24,927.52,882.23,1
59.81,46.00,32.94,26.87,64.65,78.67,80.17,66.27,58.70,1078.87,907.99,885.77,1
59.88,45.30,34.24,25.64,63.62,77.95,78.77,64.34,57.30,1081.01,900.68,890.62,1
59.74,45.54,30.55,29.19,63.64,77.74,79.05,64.86,60.10,1078.77,944.43,926.67,0
60.35,45.28,34.94,25.42,63.59,78.00,79.21,64.78,61.80,1078.26,971.82,954.03,1
62.19,43.58,35.01,27.18,61.14,76.49,77.31,61.86,58.20,1079.62,951.85,940.90,1
58.41,46.57,30.47,27.93,64.07,78.00,79.95,66.33,58.80,1076.74,917.70,886.52,1
61.20,45.57,30.72,30.47,63.04,77.72,80.59,66.56,57.90,1084.13,918.40,869.96,1
61.01,45.63,32.80,28.21,65.00,79.22,80.55,66.51,58.80,1074.77,904.60,884.12,1
60.01,44.69,31.19,28.83,61.35,76.28,77.51,62.76,56.70,1081.96,924.21,903.43,1
59.98,44.68,32.88,27.10,61.35,76.12,77.48,62.69,58.00,1075.91,945.32,925.26,1
60.80,42.52,33.22,27.57,56.93,72.59,73.66,57.54,53.30,1072.45,936.16,926.29,1
57.92,44.39,30.09,27.84,56.73,71.95,74.83,59.77,54.50,1083.49,960.65,911.76,1
57.17,44.64,32.59,24.59,56.53,71.75,74.70,59.67,53.30,1068.14,942.85,893.27,0
58.20,44.91,31.10,27.10,57.78,73.47,76.20,61.46,55.20,1078.07,955.31,898.11,1
60.10,44.28,31.17,28.93,60.43,75.44,76.71,61.70,58.20,1073.63,963.08,943.29,1
56.99,40.93,30.88,26.10,48.12,64.98,66.86,49.98,47.30,1060.80,982.90,946.34,1
61.06,43.98,33.17,27.89,61.03,76.16,77.04,61.85,59.10,1076.31,968.43,955.59,1
59.08,44.45,32.58,26.49,58.42,73.87,76.11,61.11,58.70,1080.86,1004.88,960.53,1
55.53,45.23,29.66,25.87,57.97,72.81,74.24,59.48,51.90,1092.75,895.29,872.57,1
61.66,47.63,33.59,28.07,70.97,83.37,85.67,73.25,63.30,1085.45,891.88,864.11,1
58.83,44.50,33.44,25.39,59.19,74.28,76.03,61.01,56.20,1074.48,949.45,921.11,1
60.20,44.61,35.29,24.92,61.49,76.33,77.64,62.72,60.40,1066.89,982.20,963.01,1
60.04,43.96,34.94,25.10,55.89,74.02,76.09,60.76,59.10,1080.25,1057.40,972.69,1
58.24,43.61,30.28,27.96,55.29,70.83,73.50,58.00,52.50,1073.67,949.48,905.19,1
58.13,45.55,32.99,25.14,62.09,76.49,77.56,63.15,54.60,1068.45,879.33,864.58,1
59.68,44.83,32.74,26.94,60.18,74.85,77.50,62.79,54.70,1087.46,908.99,871.14,1
59.58,44.75,32.94,26.64,60.39,75.34,77.26,62.48,57.80,1066.26,957.05,925.03,1
58.11,42.26,32.97,25.14,53.20,69.45,70.64,54.34,53.60,1069.86,1007.48,986.42,1
59.08,42.43,32.58,26.49,54.51,70.68,71.87,55.69,54.30,1083.83,996.08,975.10,1
59.97,44.66,31.37,28.60,61.36,76.08,77.40,62.62,57.70,1074.34,940.35,921.39,1
62.53,46.48,35.67,26.87,66.98,81.37,84.04,70.74,60.20,1067.13,898.82,851.06,1
60.18,42.63,31.85,28.32,55.27,71.07,73.30,57.26,50.10,1075.26,906.41,874.94,1
57.59,44.73,30.85,26.74,58.82,73.70,75.22,60.33,55.80,1072.99,948.67,924.94,1
55.70,42.91,30.12,25.59,52.08,67.93,69.66,53.70,51.60,1077.34,990.79,960.86,1
57.73,43.43,30.38,27.35,55.80,71.32,72.63,57.01,54.10,1079.84,969.48,948.97,1
61.33,45.50,33.94,27.39,64.81,79.06,80.62,66.48,60.10,1074.91,927.29,903.97,0
58.11,45.30,30.45,27.66,60.84,75.47,76.93,62.44,54.50,1081.33,895.83,872.91,1
60.65,45.05,34.24,26.41,62.94,77.46,78.98,64.45,56.50,1072.00,897.75,876.64,1
62.62,45.28,33.96,28.66,65.91,80.11,81.40,67.21,60.10,1076.84,911.80,894.21,1
61.95,44.83,35.01,26.94,63.27,77.75,79.78,65.18,59.90,1073.25,946.78,919.03,1
55.03,41.97,30.13,24.89,49.96,66.30,67.15,50.74,47.30,1070.42,946.78,932.14,1
56.27,43.21,31.15,25.12,52.48,68.51,70.84,55.02,50.10,1086.95,954.70,910.50,1
58.68,45.10,30.97,27.71,60.39,75.22,77.08,62.51,53.80,1073.85,890.81,860.71,1
60.25,46.46,33.63,26.62,65.70,79.42,81.64,68.09,60.10,1078.77,914.75,882.60,1
61.38,44.09,34.82,26.56,61.24,75.54,77.63,62.48,58.00,1079.93,947.06,928.34,1
60.83,43.24,33.44,27.39,58.74,74.35,75.22,59.54,56.30,1070.24,958.47,945.64,1
60.75,43.69,35.15,25.60,59.37,74.59,76.19,60.73,57.30,1076.94,965.20,943.56,1
57.47,44.18,34.40,23.07,56.95,72.15,74.09,58.72,55.70,1066.96,978.01,948.52,1
59.45,46.16,32.87,26.59,64.38,78.14,80.16,66.33,55.60,1075.36,863.60,838.30,1
60.62,46.30,33.44,27.18,67.01,80.64,81.65,68.04,60.10,1080.72,896.93,883.33,1
58.58,43.26,33.69,24.89,56.61,72.15,73.17,57.40,53.90,1075.84,952.15,939.05,1
57.52,42.96,31.38,26.14,53.83,69.80,71.50,55.60,52.20,1074.14,969.66,938.87,1
62.18,44.13,35.59,26.59,63.10,77.67,78.51,63.40,60.50,1066.77,958.75,954.20,1
59.51,45.66,33.30,26.22,62.58,76.81,79.15,64.96,59.60,1083.44,952.44,917.45,1
60.38,46.47,30.60,29.79,66.40,79.92,81.72,68.27,57.30,1074.91,862.93,839.34,1
59.93,44.83,33.77,26.16,61.58,76.31,77.78,63.06,54.00,1077.84,876.91,856.39,1
59.29,45.44,33.08,26.22,62.87,77.26,78.46,64.11,59.60,1085.42,948.00,929.65,1
58.20,42.91,30.60,27.60,54.74,70.57,72.01,56.11,54.20,1079.67,990.10,965.93,0
59.31,44.48,32.17,27.14,59.55,74.60,76.40,61.45,57.90,1082.10,972.36,942.26,1
57.77,44.21,32.42,25.35,57.33,72.63,74.36,59.13,54.20,1081.83,945.40,916.60,1
60.70,47.34,32.00,28.71,69.67,82.64,84.00,71.24,60.10,1071.07,862.68,843.63,1
58.50,45.71,32.40,26.10,61.54,75.97,78.24,64.00,53.60,1069.86,870.98,837.45,1
58.58,44.75,31.45,27.14,59.39,74.46,76.25,61.44,55.20,1080.19,929.41,898.45,1
59.38,43.85,31.82,27.56,58.25,73.15,75.11,59.78,55.90,1081.17,959.66,935.07,1
58.77,44.46,31.40,27.37,59.30,74.25,75.81,60.83,56.00,1074.77,944.36,920.55,1
63.67,45.74,33.84,29.82,67.78,81.78,83.47,69.75,63.70,1068.45,939.87,913.28,1
60.18,45.39,33.60,26.57,63.14,77.25,79.24,64.93,55.60,1075.36,880.60,856.35,1
61.59,46.72,34.07,27.52,67.54,81.27,83.56,70.38,60.10,1084.63,889.86,853.94,1
62.77,45.19,35.92,26.85,65.56,79.91,81.42,67.12,59.10,1078.28,901.53,880.49,1
62.45,42.64,35.10,27.35,58.66,74.42,75.54,59.47,54.80,1082.98,934.23,921.51,1
60.56,44.23,33.42,27.14,60.53,75.52,77.10,62.04,55.10,1074.02,910.33,888.16,1
58.38,42.65,32.23,26.14,53.07,69.42,71.67,55.60,50.40,1061.16,949.65,906.46,1
63.37,47.60,37.57,25.80,71.33,83.31,87.51,75.17,65.60,1085.72,919.72,872.69,0
58.42,44.64,31.60,26.82,59.57,74.30,75.87,60.97,55.50,1079.71,931.71,910.25,1
60.50,43.69,34.40,26.10,59.93,75.10,75.92,60.48,56.60,1075.94,944.42,935.87,1
57.15,42.87,31.59,25.56,54.92,70.28,70.96,54.99,53.90,1075.84,981.41,980.18,1
60.48,43.08,32.77,27.71,57.20,72.97,74.56,58.78,55.00,1091.25,961.60,935.64,1
58.81,44.50,33.44,25.37,58.12,73.55,76.01,60.99,58.20,1087.71,1001.43,954.23,1
58.38,47.11,33.33,25.05,65.82,78.86,81.18,67.85,60.10,1084.63,913.10,885.84,1
57.52,45.44,31.81,25.72,61.33,75.76,76.69,62.19,55.00,1076.27,896.77,884.32,1
57.00,43.96,31.13,25.87,56.30,71.60,73.07,57.69,53.90,1075.84,957.36,934.36,1
61.29,45.48,31.65,29.63,64.81,78.93,80.48,66.38,63.30,1079.89,976.65,953.64,1
60.16,44.88,32.85,27.31,60.32,75.08,78.10,63.46,58.40,1075.34,968.19,920.33,1
59.35,44.53,30.45,28.91,60.53,75.38,76.51,61.62,56.80,1077.69,938.31,921.78,1
61.28,47.18,31.00,30.28,69.81,82.57,84.23,71.43,62.40,1083.05,893.79,873.59,1
60.91,47.63,33.35,27.56,71.73,83.79,84.89,72.37,64.10,1075.16,893.60,885.78,1
58.56,46.00,30.15,28.41,63.29,77.44,78.87,64.89,60.10,1080.72,949.55,926.25,0
58.43,42.31,31.50,26.94,54.18,70.36,71.00,54.77,54.20,1081.83,1000.28,989.55,1
58.83,43.76,32.94,25.89,56.33,72.01,74.43,58.98,55.90,1076.99,992.41,947.79,1
60.35,44.91,33.76,26.60,61.93,76.35,78.38,63.75,57.90,1076.06,934.98,908.22,1
59.87,44.60,33.64,26.23,61.47,76.10,77.22,62.34,55.20,1080.19,898.02,885.42,1
60.85,46.96,33.61,27.24,66.99,80.66,83.35,70.27,60.10,1082.67,897.11,855.26,1
57.84,44.53,31.94,25.89,59.09,74.03,75.06,60.04,54.50,1087.82,922.25,907.70,1
58.72,44.68,31.63,27.09,59.77,74.57,76.22,61.36,57.40,1076.79,960.32,935.40,0
63.07,44.23,34.94,28.14,62.19,77.40,79.57,64.62,60.00,1084.78,964.77,928.55,1
59.89,47.87,33.83,26.06,69.40,81.83,84.40,71.87,63.00,1074.77,907.78,876.64,1
63.50,46.95,32.66,30.84,69.81,83.01,86.01,73.29,62.90,1080.45,900.98,858.20,1
60.70,47.07,32.40,28.30,67.69,81.26,83.39,70.41,62.70,1077.02,926.25,890.56,1
61.56,45.73,30.92,30.63,66.49,80.29,81.30,67.40,60.10,1071.07,903.92,891.63,1
59.36,44.73,32.62,26.74,60.07,74.86,76.98,62.18,56.60,1080.05,942.30,910.21,1
61.70,45.16,33.10,28.60,64.14,78.29,80.21,65.89,60.00,1088.73,935.51,910.67,1
56.49,44.94,29.12,27.37,57.61,72.45,74.57,59.74,55.00,1086.93,954.69,920.68,1
59.29,44.42,32.27,27.02,59.28,74.49,76.24,61.25,54.30,1081.66,916.06,886.53,1
56.65,43.87,30.83,25.82,54.76,70.15,72.53,57.08,51.90,1076.84,947.81,909.20,1
59.67,46.04,32.12,27.55,62.66,77.21,80.10,66.22,58.10,1079.77,927.18,877.31,1
62.33,44.48,32.15,30.18,62.32,77.28,79.33,64.57,60.10,1072.98,964.40,930.72,1
61.13,44.60,34.32,26.81,62.95,76.78,78.47,63.66,60.50,1072.45,961.12,950.31,1
60.04,44.91,33.58,26.46,61.09,76.10,78.07,63.42,60.50,1074.36,990.35,954.02,1
60.18,47.14,32.09,28.09,68.77,81.45,83.02,70.03,60.10,1082.67,873.90,858.20,1
58.75,47.71,29.63,29.12,67.43,80.44,82.77,70.02,60.10,1076.84,891.27,858.36,1
59.35,43.78,33.46,25.89,58.81,74.24,74.99,59.57,57.00,1077.39,969.26,956.90,0
56.07,42.40,30.42,25.65,51.14,67.51,68.99,52.79,51.30,1077.84,1003.06,971.79,1
59.85,44.45,32.09,27.77,60.36,75.26,76.85,61.92,59.00,1076.45,977.45,952.91,1
58.17,42.88,35.35,22.82,56.38,71.78,72.10,56.01,55.20,1080.19,979.01,985.57,0
58.61,44.78,30.70,27.91,59.96,74.80,76.31,61.53,51.80,1083.78,863.88,841.92,1
57.95,45.92,31.85,26.10,62.20,76.23,78.14,64.00,55.70,1087.84,895.54,870.34,0
57.34,43.26,31.92,25.42,54.41,70.24,71.95,56.18,52.20,1080.82,959.30,929.20,0
58.93,44.33,31.75,27.18,58.60,73.81,75.69,60.64,58.90,1078.57,1005.07,971.37,1
57.56,44.26,31.94,25.62,57.27,72.58,74.23,59.03,50.10,1077.58,874.74,848.70,0
57.41,45.85,28.98,28.43,59.97,74.65,77.39,63.20,57.10,1081.32,952.21,903.55,1
