A,B,C,D,Volume,Area,Area_Formula,Volume_Formula,Peso,Densidade_arquimedes,Densidade_imagem,Densidade_formula,Classe
57.81,44.26,32.19,25.62,57.50,72.75,74.48,59.29,56.00,1081.01,973.90,944.55,1
59.83,45.50,33.17,26.66,61.95,78.08,79.12,64.86,57.50,1076.64,928.21,886.49,1
58.23,44.18,30.38,27.85,57.45,72.73,74.67,59.50,53.50,1067.86,931.22,899.09,1
57.91,43.56,32.00,25.91,56.83,72.30,73.10,57.52,55.30,1092.86,973.04,961.35,1
57.59,44.50,30.20,27.39,57.86,72.98,74.74,59.72,55.70,1081.49,962.64,932.65,0
52.16,41.34,29.98,22.18,45.37,62.03,63.36,46.68,44.10,1097.55,972.05,944.80,1
60.03,45.25,32.32,27.71,59.70,75.47,78.73,64.34,55.90,1081.17,936.32,868.81,1
58.64,43.61,31.83,26.81,56.35,71.69,73.90,58.39,50.60,1072.16,897.92,866.61,1
62.06,45.16,32.80,29.26,64.49,79.05,80.57,66.27,59.90,1094.88,928.76,903.82,1
58.77,44.21,31.13,27.64,58.48,73.58,75.28,60.15,54.80,1093.81,937.04,911.02,1
57.61,42.78,31.20,26.41,53.43,69.47,71.20,55.21,50.40,1077.07,943.36,912.84,1
56.41,42.78,29.82,26.60,50.24,67.47,70.06,54.06,51.10,1080.46,1017.09,945.18,1
57.77,45.73,33.15,24.62,61.84,76.20,77.60,63.26,56.90,1085.78,920.06,899.47,1
58.48,45.94,32.13,26.35,62.67,76.87,78.71,64.63,58.20,1079.62,928.70,900.47,0
58.31,43.48,31.65,26.66,55.82,71.51,73.33,57.74,52.80,1060.25,945.90,914.52,1
60.70,42.89,33.10,27.60,57.81,73.45,74.37,58.48,55.20,1067.63,954.92,943.91,1
61.59,43.03,34.87,26.72,58.46,74.24,75.54,59.70,56.10,1076.69,959.65,939.62,0
61.97,44.11,35.29,26.69,61.15,76.36,78.25,63.13,59.70,1075.46,976.36,945.66,1
57.77,45.48,31.90,25.87,61.11,75.63,77.02,62.57,55.10,1074.02,901.69,880.61,1
59.14,45.72,31.34,27.80,62.03,76.39,78.87,64.74,56.50,1072.00,910.82,872.76,0
59.97,44.68,33.87,26.10,60.76,75.59,77.50,62.67,57.60,1070.48,947.95,919.12,0
58.88,44.30,32.44,26.44,58.49,73.74,75.61,60.51,57.90,1078.06,989.86,956.83,1
53.46,42.12,29.76,23.70,47.88,64.09,66.02,49.65,47.00,1066.05,981.61,946.58,0
59.48,45.69,31.38,28.10,62.61,76.98,79.14,65.02,59.60,1087.40,951.99,916.57,1
55.99,44.94,30.38,25.60,56.07,71.32,74.11,59.21,50.10,1063.83,893.48,846.13,1
55.01,44.66,30.25,24.76,55.95,71.24,72.59,57.46,50.30,1065.80,899.01,875.39,1
59.04,43.21,33.67,25.37,56.13,71.92,73.51,57.73,54.00,1077.84,962.02,935.40,1
58.16,44.08,31.75,26.41,57.19,72.58,74.43,59.17,57.40,1076.79,1003.62,970.07,1
56.97,42.93,32.88,24.09,53.48,69.28,70.96,54.96,52.80,1075.40,987.20,960.61,1
59.17,44.89,32.59,26.59,60.08,74.79,77.15,62.45,56.90,1075.50,947.01,911.15,0
57.11,44.78,30.95,26.16,56.99,72.35,74.86,59.96,51.10,1073.64,896.57,852.30,0
60.02,45.46,34.42,25.60,63.47,77.71,79.26,64.95,56.80,1077.69,894.93,874.54,1
54.51,41.33,29.44,25.07,47.64,64.18,65.41,48.76,46.00,1075.13,965.51,943.35,1
57.91,43.38,33.10,24.81,55.33,70.78,72.78,57.06,53.90,1075.84,974.24,944.55,1
56.74,42.43,28.64,28.10,52.30,68.32,69.63,53.48,51.10,1071.38,977.07,955.58,1
56.49,45.19,30.62,25.87,58.47,73.26,75.12,60.41,54.30,1077.36,928.65,898.92,1
59.41,45.45,33.02,26.39,62.09,76.75,78.58,64.25,55.40,1079.87,892.25,862.22,1
57.56,44.75,31.42,26.14,57.64,72.65,75.26,60.37,52.90,1077.43,917.73,876.29,1
59.13,43.28,31.97,27.16,56.98,72.73,73.68,58.00,53.20,1068.28,933.62,917.28,1
62.47,44.36,35.76,26.71,61.47,76.68,79.29,64.36,58.00,1077.91,943.54,901.22,1
59.04,44.98,32.90,26.14,60.88,75.60,77.22,62.55,57.00,1071.30,936.31,911.29,1
60.69,45.14,32.59,28.10,61.64,76.37,79.17,64.76,58.00,1071.93,940.93,895.58,1
59.81,46.48,32.67,27.14,63.51,77.65,81.20,67.65,60.00,1086.75,944.70,886.89,1
59.11,44.53,32.47,26.64,60.05,74.92,76.30,61.36,55.80,1068.88,929.23,909.36,1
53.80,42.49,28.43,25.37,49.52,65.68,67.02,50.85,49.60,1076.10,1001.71,975.39,1
58.83,42.68,31.56,27.27,54.39,70.57,72.13,56.10,54.10,1077.68,994.59,964.30,1
59.98,43.97,33.06,26.92,58.51,73.82,75.97,60.72,57.70,1068.36,986.09,950.29,1
58.90,45.12,31.84,27.06,59.48,74.16,77.35,62.78,57.70,1080.39,970.01,919.01,1
61.18,47.14,33.10,28.07,68.08,81.24,84.07,71.19,61.50,1076.79,903.33,863.83,1
60.58,46.27,33.67,26.91,65.37,79.25,81.56,67.92,60.10,1069.16,919.44,884.90,1
54.87,42.53,29.45,25.42,50.72,66.86,68.12,51.97,50.10,1068.37,987.78,963.94,1
57.41,42.06,31.50,25.91,51.96,68.27,69.55,53.18,52.10,1065.49,1002.70,979.63,1
59.22,44.18,31.62,27.60,58.61,73.75,75.64,60.51,58.90,1066.83,1004.88,973.42,0
58.80,44.94,33.58,25.22,60.98,75.72,76.93,62.19,58.50,1077.18,959.29,940.68,1
59.08,46.27,30.95,28.14,63.79,77.79,79.99,66.24,55.60,1069.15,871.60,839.36,0
56.10,43.98,31.31,24.79,55.54,70.84,72.26,56.83,51.60,1066.19,929.11,908.00,1
57.19,43.64,30.87,26.32,55.71,71.14,72.58,57.04,54.30,1081.66,974.62,951.98,1
55.32,42.68,29.57,25.75,50.59,66.61,68.83,52.76,51.70,1068.25,1021.93,979.96,0
58.30,45.94,33.58,24.72,61.84,76.27,78.58,64.42,61.10,1075.45,988.06,948.47,1
56.53,44.30,31.04,25.49,56.22,71.57,73.32,58.10,53.40,1065.86,949.86,919.11,1
60.20,46.35,32.00,28.21,66.79,80.44,81.30,67.71,60.10,1072.98,899.87,887.56,1
62.47,46.00,32.40,30.07,67.42,81.32,82.83,69.23,60.50,1061.14,897.38,873.94,1
60.19,44.42,31.78,28.41,59.87,75.15,77.11,62.19,56.90,1071.44,950.38,915.01,1
60.25,43.69,31.12,29.14,59.05,74.42,75.61,60.23,57.80,1076.20,978.91,959.66,1
54.97,41.68,28.37,26.60,48.67,65.10,66.49,50.00,48.10,1069.13,988.20,962.09,0
59.33,45.16,30.04,29.29,61.81,76.47,77.83,63.36,57.30,1074.91,926.97,904.42,1
59.60,47.54,33.46,26.14,68.37,81.21,83.36,70.54,60.60,1061.03,886.30,859.06,1
64.00,47.19,36.63,27.37,72.18,84.95,87.17,74.63,64.20,1067.86,889.43,860.30,0
59.38,44.80,29.93,29.45,60.68,75.54,77.11,62.40,56.00,1068.60,922.93,897.37,1
56.24,41.93,31.90,24.34,49.86,66.24,68.22,51.76,47.90,1052.96,960.74,925.36,1
62.33,44.55,34.63,27.71,62.41,77.39,79.54,64.78,57.70,1068.36,924.57,890.77,0
61.65,45.55,31.94,29.70,64.76,79.10,80.99,66.97,60.10,1074.91,928.09,897.46,1
59.43,46.60,32.97,26.46,64.59,78.54,81.09,67.57,57.60,1066.51,891.84,852.51,0
64.20,47.16,35.35,28.85,73.98,86.28,87.26,74.76,65.70,1069.63,888.07,878.79,1
60.92,44.08,31.75,29.18,60.11,75.38,77.09,61.99,56.60,1067.80,941.55,913.12,1
62.17,45.08,32.97,29.20,64.53,78.87,80.49,66.14,61.10,1073.55,946.83,923.79,1
63.35,46.27,36.21,27.14,68.75,82.30,84.42,71.02,65.60,1069.75,954.14,923.72,1
59.97,44.43,32.38,27.59,60.24,75.26,76.92,61.97,58.60,1075.05,972.80,945.60,1
61.37,46.77,31.97,29.41,67.85,81.31,83.42,70.30,58.70,1070.98,865.14,835.00,1
59.17,46.39,32.59,26.59,64.69,78.48,80.39,66.69,57.90,1072.06,895.09,868.17,1
56.86,45.05,30.97,25.89,59.04,73.82,75.20,60.43,56.10,1068.47,950.27,928.38,0
57.70,44.41,30.12,27.59,57.93,72.94,74.65,59.59,56.50,1072.00,975.25,948.21,1
54.10,42.78,28.18,25.91,50.26,66.38,67.88,51.84,49.60,1078.45,986.89,956.70,1
60.58,44.98,30.92,29.66,61.01,75.94,78.69,64.18,57.10,1075.20,935.91,889.70,1
62.30,44.73,32.92,29.39,62.83,77.65,79.87,65.28,54.70,1062.07,870.54,837.96,1
58.19,45.66,31.87,26.32,62.28,76.28,77.80,63.52,54.90,1074.32,881.57,864.33,0
59.79,44.73,33.17,26.62,60.45,75.37,77.42,62.64,57.50,1072.62,951.15,917.93,1
59.63,45.05,34.24,25.39,62.01,76.57,77.99,63.37,60.10,1059.71,969.25,948.46,0
56.56,44.20,30.32,26.25,56.23,71.63,73.12,57.86,54.30,1079.51,965.61,938.51,0
59.35,44.03,31.92,27.43,56.88,72.99,75.47,60.25,54.60,1068.45,959.97,906.25,1
63.89,46.80,34.98,28.91,72.07,84.98,86.10,73.25,62.10,1075.97,861.64,847.73,1
57.70,45.41,30.12,27.59,59.99,74.51,76.75,62.30,52.10,1078.75,868.48,836.28,0
58.73,44.69,31.63,27.10,60.08,74.80,76.27,61.43,56.30,1072.28,937.13,916.52,1
59.47,44.43,33.38,26.09,59.58,74.49,76.46,61.45,56.90,1073.46,955.01,925.90,1
58.68,45.60,32.99,25.69,61.71,76.17,78.20,63.89,59.10,1066.58,957.67,924.98,1
57.29,45.23,30.65,26.64,59.13,73.81,75.99,61.37,55.30,1069.56,935.26,901.05,0
60.17,45.26,30.35,29.82,61.74,77.63,78.88,64.54,57.50,1074.63,931.26,890.99,1
60.50,45.69,32.38,28.12,64.95,78.90,80.17,66.14,56.40,1074.18,868.37,852.79,1
61.95,45.60,32.24,29.70,65.26,79.20,81.41,67.45,59.60,1081.47,913.28,883.65,1
65.05,45.98,35.94,29.12,70.97,84.22,85.45,72.01,64.80,1072.48,913.04,899.86,1
60.70,43.91,32.37,28.34,59.77,74.95,76.52,61.28,55.40,1077.76,926.88,904.04,1
59.27,43.96,30.90,28.37,58.77,73.96,75.23,59.98,56.00,1072.71,952.83,933.64,1
57.97,45.42,32.13,25.84,59.83,74.57,77.10,62.63,56.50,1072.00,944.31,902.12,0
59.81,44.73,32.94,26.87,58.47,75.09,77.43,62.66,57.50,1078.67,983.46,917.59,1
60.52,45.71,33.40,27.12,64.32,78.47,80.26,66.21,60.60,1074.22,942.22,915.28,1
59.33,44.42,30.78,28.55,59.37,74.54,76.24,61.28,58.10,1081.79,978.54,948.09,1
59.16,43.43,31.25,27.91,56.93,72.69,74.01,58.43,55.90,1081.17,981.97,956.66,1
57.63,43.06,30.45,27.18,54.15,70.04,71.78,55.95,54.60,1083.32,1008.27,975.92,1
59.79,45.98,32.15,27.64,64.82,78.72,80.08,66.18,58.90,1072.67,908.64,889.94,1
57.49,42.93,33.40,24.09,53.34,69.24,71.46,55.46,48.10,1066.75,901.77,867.22,1
58.86,45.52,34.46,24.39,62.46,76.93,78.27,63.87,59.90,1081.02,959.03,937.87,1
61.28,44.91,33.79,27.49,63.78,78.14,79.28,64.73,62.90,1067.59,986.15,971.77,1
63.44,45.64,35.37,28.07,68.32,81.83,83.07,69.21,66.80,1091.10,977.73,965.24,1
60.74,44.06,32.94,27.80,59.31,74.77,76.88,61.73,56.80,1075.64,957.65,920.19,0
59.50,46.21,31.65,27.85,64.44,78.38,80.29,66.53,57.40,1076.79,890.81,862.79,1
62.37,45.97,33.86,28.51,66.54,80.58,82.68,69.01,60.10,1078.77,903.27,870.84,1
57.11,45.30,31.22,25.89,59.18,73.94,75.97,61.37,57.60,1074.48,973.25,938.64,1
61.64,45.04,32.76,28.88,63.41,77.73,79.87,65.46,63.60,1077.64,1003.06,971.61,1
57.59,45.03,33.19,24.39,60.44,75.08,75.93,61.13,60.10,1076.84,994.38,983.17,1
58.58,45.52,32.19,26.39,61.60,76.03,77.91,63.57,58.20,1077.62,944.88,915.48,1
54.80,44.75,27.66,27.14,55.67,70.87,72.53,57.47,50.10,1077.58,899.94,871.79,1
60.90,46.57,32.47,28.43,66.99,80.64,82.50,69.16,60.10,1080.72,897.10,869.05,1
59.36,43.70,32.33,27.02,57.83,73.25,74.79,59.36,54.50,1077.05,942.47,918.11,1
56.19,42.84,30.50,25.69,52.76,68.71,69.98,53.99,52.20,1076.36,989.43,966.88,1
61.31,43.67,36.34,24.97,60.29,75.76,76.73,61.23,58.70,1082.86,973.67,958.74,1
64.76,47.71,33.90,30.87,73.48,85.94,89.07,77.18,67.60,1075.99,919.98,875.84,1
59.68,45.63,33.35,26.32,62.98,77.41,79.26,65.06,56.30,1074.33,893.92,865.30,1
60.72,46.92,31.85,28.87,67.07,80.36,83.08,70.00,60.10,1082.67,896.09,858.54,1
60.40,45.03,31.47,28.93,61.46,76.21,78.61,64.12,56.60,1073.89,920.95,882.77,1
57.11,43.78,31.47,25.64,55.76,71.30,72.80,57.32,52.90,1084.07,948.68,922.94,1
58.90,42.81,34.24,24.67,55.78,71.67,72.56,56.52,52.50,1075.87,941.14,928.85,1
60.22,43.91,34.12,26.10,58.75,74.08,76.10,60.79,56.30,1080.53,958.28,926.13,1
62.72,46.10,34.49,28.23,68.07,81.80,83.34,69.79,61.70,1076.51,906.35,884.08,1
60.73,47.44,35.90,24.84,68.60,82.12,84.40,71.57,63.20,1058.28,921.28,883.06,1
58.19,44.64,30.09,28.10,59.23,74.00,75.61,60.73,56.60,1069.83,955.52,932.06,1
60.04,43.96,32.65,27.39,58.86,74.15,76.00,60.76,57.20,1075.06,971.87,941.45,1
59.75,44.18,31.38,28.37,58.30,73.57,76.15,61.05,55.70,1081.49,955.42,912.32,1
60.57,45.19,34.07,26.49,62.97,77.58,79.20,64.77,60.10,1067.26,954.48,927.88,1
58.04,46.25,30.13,27.91,62.75,76.86,78.89,65.01,54.90,1070.12,874.95,844.48,1
62.53,48.23,32.15,30.38,74.69,86.51,87.89,76.15,65.60,1083.92,878.31,861.41,1
57.91,43.56,32.49,25.42,56.02,71.58,73.12,57.52,53.80,1073.85,960.44,935.28,1
58.27,43.46,31.90,26.37,55.47,71.21,73.25,57.64,55.70,1077.30,1004.14,966.38,1
59.54,44.73,32.15,27.39,60.84,75.69,77.15,62.38,59.90,1086.91,984.47,960.25,1
58.26,43.31,33.47,24.79,56.62,72.15,72.98,57.23,54.00,1077.84,953.71,943.58,1
58.13,46.32,30.70,27.43,63.06,77.13,79.14,65.31,55.20,1078.07,875.36,845.19,1
61.02,46.21,32.15,28.87,67.45,81.00,81.82,68.22,60.10,1082.67,891.08,880.94,1
58.33,44.20,32.83,25.50,58.09,73.41,74.88,59.67,55.70,1075.21,958.79,933.49,1
61.29,43.21,34.90,26.39,57.56,73.38,75.66,59.93,57.70,1076.35,1002.39,962.84,1
59.86,45.66,31.45,28.41,63.46,77.47,79.44,65.33,61.10,1073.55,962.84,935.21,1
59.88,46.05,33.21,26.66,66.14,80.00,80.35,66.48,63.20,1074.51,955.53,950.71,1
60.23,46.44,31.88,28.35,65.95,79.57,81.53,68.02,56.80,1077.69,861.22,835.03,1
60.04,45.73,32.67,27.37,63.24,77.55,79.80,65.74,54.90,1087.11,868.14,835.08,1
63.55,45.23,35.92,27.64,66.54,80.80,82.28,68.08,61.30,1071.41,921.26,900.43,1
56.88,42.10,30.82,26.06,51.75,67.62,69.12,52.78,50.30,1068.07,972.01,953.04,1
59.88,44.80,31.20,28.68,60.61,75.48,77.61,62.93,57.90,1076.06,955.24,920.11,1
59.54,44.23,34.17,25.37,60.80,75.76,76.15,61.00,57.20,1079.12,940.76,937.78,1
60.18,45.39,32.35,27.82,61.59,76.08,79.20,64.93,56.00,1074.77,909.20,862.51,1
61.45,44.33,33.77,27.68,61.48,76.49,78.18,63.23,54.40,1081.50,884.87,860.41,1
61.65,45.05,34.24,27.41,63.27,77.87,79.95,65.51,57.90,1074.06,915.13,883.83,1
57.90,46.25,30.88,27.02,62.23,76.54,78.76,64.86,57.50,1090.97,924.01,886.54,1
60.38,46.55,32.47,27.91,66.51,80.17,81.92,68.49,63.00,1084.03,947.16,919.85,1
58.00,43.43,31.13,26.87,55.77,71.33,72.90,57.27,54.20,1079.67,971.90,946.35,0
58.21,46.13,31.53,26.69,62.71,76.87,78.82,64.85,59.70,1081.32,951.97,920.54,1
56.91,44.38,32.34,24.57,56.17,71.95,73.89,58.69,54.30,1083.83,966.64,925.14,0
58.87,44.09,33.81,25.05,57.81,72.22,75.20,59.92,55.80,1085.54,965.24,931.24,0
57.92,44.39,29.35,28.57,58.39,73.24,74.83,59.78,58.70,1076.89,1005.38,982.00,1
55.82,42.26,31.70,24.12,50.84,67.02,68.51,52.20,50.60,1067.63,995.28,969.41,1
57.22,45.42,29.87,27.35,58.44,73.36,76.31,61.82,57.60,1074.48,985.67,931.75,1
56.75,45.94,29.39,27.37,60.47,74.94,76.93,62.72,55.00,1086.93,909.58,876.91,1
60.29,46.65,33.05,27.24,66.47,80.18,82.08,68.71,60.60,1066.65,911.76,882.01,1
59.72,44.68,34.13,25.59,61.42,76.05,77.27,62.41,59.70,1079.36,971.98,956.62,0
59.09,44.55,32.12,26.97,59.04,74.18,76.32,61.40,59.00,1080.40,999.31,960.90,1
58.38,43.56,32.22,26.16,57.12,72.57,73.56,57.99,57.00,1073.32,997.97,982.89,1
60.85,44.91,31.31,29.54,61.98,76.88,78.81,64.27,60.10,1076.84,969.64,935.15,0
58.91,45.49,31.00,27.91,62.11,76.72,78.14,63.84,55.80,1075.07,898.42,874.11,1
55.44,42.14,30.85,24.59,50.29,66.45,67.90,51.56,46.80,1071.25,930.56,907.74,1
57.92,43.89,32.60,25.32,57.02,72.18,73.84,58.44,56.40,1074.18,989.11,965.17,1
61.91,43.49,31.34,30.56,60.69,75.90,76.76,61.30,61.30,1069.53,1010.12,999.93,0
61.43,44.88,32.10,29.33,62.84,77.26,79.32,64.79,62.50,1075.43,994.55,964.71,1
56.25,43.62,29.34,26.92,54.70,70.23,71.62,56.05,53.10,1068.42,970.72,947.42,1
57.00,45.41,32.30,24.69,59.15,73.60,76.13,61.54,53.00,1064.27,896.04,861.21,1
57.49,47.43,31.50,26.00,65.72,78.86,80.90,67.72,60.10,1078.77,914.48,887.46,1
62.60,43.26,33.69,28.91,59.47,75.25,76.96,61.33,56.80,1075.64,955.17,926.14,1
64.23,47.17,33.62,30.62,73.31,85.73,87.28,74.84,72.40,1076.83,987.61,967.35,1
58.52,44.44,30.15,28.37,59.57,74.54,75.51,60.52,58.40,1077.32,980.34,964.91,1
59.46,45.83,32.65,26.81,62.87,77.31,79.44,65.38,59.00,1080.40,938.46,902.36,1
59.87,45.33,30.75,29.12,60.74,75.55,78.74,64.42,56.40,1084.53,928.56,875.45,1
59.54,44.23,33.17,26.37,59.56,74.61,76.11,61.00,54.80,1072.36,920.11,898.43,1
63.59,45.23,32.94,30.65,66.06,80.45,82.25,68.12,60.50,1068.65,915.81,888.09,1
59.98,43.68,31.88,28.10,57.83,73.24,75.32,59.91,55.60,1075.36,961.37,928.02,1
63.00,43.93,35.65,27.35,62.09,77.18,78.85,63.65,59.00,1078.42,950.29,927.01,1
61.70,45.91,33.85,27.85,65.92,79.72,81.88,68.09,62.40,1077.43,946.55,916.40,1
61.25,45.13,30.75,30.50,60.89,76.02,79.68,65.33,57.10,1075.20,937.79,874.05,1
61.08,45.00,33.67,27.41,63.24,77.83,79.28,64.77,58.10,1077.77,918.69,897.02,1
63.77,45.44,35.90,27.87,67.36,81.34,82.96,68.94,61.10,1075.45,907.10,886.22,1
61.23,44.36,36.56,24.67,61.80,76.82,78.14,63.08,58.50,1079.17,946.64,927.45,1
61.52,45.71,35.17,26.35,66.67,80.48,81.31,67.30,62.00,1074.24,929.90,921.21,1
55.46,42.04,28.08,27.38,50.97,67.13,67.66,51.32,49.90,1082.61,978.97,972.36,0
57.65,44.62,31.58,26.07,58.51,73.23,75.07,60.10,52.90,1066.55,904.10,880.26,1
57.47,45.17,32.37,25.10,60.65,75.13,76.09,61.41,55.30,1082.15,911.82,900.53,1
63.02,45.96,34.65,28.37,68.54,82.13,83.33,69.70,64.10,1071.55,935.29,919.70,0
61.48,44.18,33.38,28.10,60.12,75.40,77.87,62.82,57.70,1074.34,959.78,918.45,1
60.54,44.98,34.40,26.14,62.21,76.84,78.73,64.14,58.60,1073.08,942.00,913.68,1
59.65,45.33,31.22,28.43,61.27,76.08,78.52,64.17,56.90,1077.54,928.68,886.75,1
58.10,46.12,32.22,25.89,62.19,76.39,78.72,64.71,55.40,1075.67,890.79,856.10,1
58.96,45.83,30.85,28.12,62.89,77.30,78.91,64.84,57.20,1077.09,909.58,882.17,1
59.48,44.94,31.63,27.85,61.43,76.01,77.53,62.91,58.60,1079.02,953.94,931.50,1
60.54,44.42,32.55,27.99,60.60,75.69,77.45,62.53,59.90,1081.02,988.38,957.90,1
56.78,42.40,32.33,24.45,51.90,68.15,69.68,53.44,50.10,1091.70,965.33,937.48,0
55.32,44.53,28.91,26.41,56.55,71.64,72.58,57.43,52.00,1083.42,919.60,905.46,1
62.65,46.25,33.61,29.04,68.97,82.28,83.59,70.18,60.20,1069.03,872.79,857.85,1
60.40,45.82,32.99,27.41,64.99,79.03,80.37,66.41,59.60,1079.51,917.08,897.48,1
59.79,44.98,30.65,29.14,61.50,76.22,77.90,63.34,58.40,1071.38,949.64,921.98,1
58.16,44.13,33.10,25.06,57.64,72.70,74.59,59.31,56.40,1070.10,978.49,950.93,1
58.79,44.48,29.88,28.91,59.43,74.46,75.86,60.91,56.00,1078.92,942.30,919.38,1
58.86,45.28,32.72,26.14,62.21,76.60,77.66,63.17,57.10,1079.28,917.92,903.88,0
58.18,44.85,31.75,26.44,59.98,74.77,76.08,61.29,53.50,1067.86,891.96,872.84,1
57.49,44.19,29.39,28.10,56.69,72.00,73.98,58.79,51.70,1079.43,912.04,879.45,1
60.02,43.71,32.65,27.37,59.51,74.77,75.45,60.05,50.60,1069.89,850.29,842.63,1
63.53,43.81,34.92,28.62,62.61,77.91,79.08,63.84,52.70,1058.24,841.73,825.45,0
56.75,43.39,31.28,25.47,54.69,70.39,71.65,55.94,55.50,1079.71,1014.79,992.06,0
55.39,44.33,30.23,25.17,55.21,70.55,72.27,56.99,58.80,1076.74,1064.96,1031.68,1
55.72,45.44,28.62,27.10,54.72,71.57,74.85,60.25,53.10,1059.88,970.33,881.40,1
59.75,45.19,30.63,29.12,61.29,75.91,78.32,63.90,56.10,1068.47,915.30,877.99,1
59.04,43.31,32.73,26.31,55.44,71.91,73.68,58.00,52.70,1060.38,950.49,908.68,1
57.41,42.31,33.21,24.20,51.90,68.23,70.12,53.81,51.90,1070.17,999.91,964.42,1
62.75,45.13,32.49,30.25,64.37,78.97,81.18,66.92,60.30,1065.12,936.72,901.07,1
59.15,43.06,32.99,26.16,56.16,72.00,73.26,57.42,55.40,1071.50,986.48,964.76,1
60.29,44.46,31.40,28.89,58.77,74.51,77.29,62.40,54.00,1073.55,918.88,865.33,1
63.55,46.48,35.44,28.12,69.41,82.85,85.06,71.89,62.20,1070.27,896.07,865.23,1
58.41,45.57,31.22,27.18,61.36,75.83,77.82,63.52,57.60,1068.49,938.73,906.82,1
57.44,41.89,31.62,25.82,51.34,67.62,69.24,52.79,50.60,1065.38,985.50,958.59,1
58.00,42.70,32.90,25.10,54.32,70.12,71.44,55.36,53.50,1067.86,984.89,966.39,1
57.95,45.16,32.37,25.59,59.78,74.40,76.52,61.88,56.60,1071.86,946.84,914.65,1
59.29,47.25,30.65,28.64,67.35,80.55,82.32,69.30,59.60,1077.55,884.89,859.99,1
60.45,47.62,32.74,27.71,69.48,82.39,84.37,71.78,62.50,1077.29,899.55,870.75,1
59.24,45.74,32.32,26.92,62.42,76.65,79.03,64.89,60.10,1076.84,962.87,926.11,1
58.20,43.91,32.62,25.59,57.50,72.72,74.14,58.76,57.20,1069.02,994.86,973.52,1
57.86,44.35,33.15,24.71,59.27,74.10,74.75,59.58,57.60,1072.48,971.77,966.73,1
61.59,45.97,33.08,28.51,66.37,80.33,81.89,68.15,62.10,1070.39,935.63,911.18,1
57.06,44.66,30.32,26.74,57.87,73.01,74.56,59.60,52.10,1072.08,900.23,874.15,1
57.40,45.37,31.59,25.81,59.69,74.06,76.41,61.86,53.50,1067.86,896.32,864.79,1
60.10,44.98,32.33,27.77,62.02,76.78,78.23,63.66,57.80,1072.20,931.90,907.91,1
57.96,43.86,30.75,27.21,56.63,72.12,73.76,58.38,54.90,1053.66,969.47,940.38,1
59.31,43.24,32.69,26.62,57.87,73.37,73.77,58.05,55.60,1075.36,960.71,957.77,1
59.08,45.28,29.93,29.16,61.93,76.38,77.83,63.41,58.40,1067.46,943.05,920.93,1
62.59,45.94,34.85,27.74,67.21,81.15,82.86,69.16,60.10,1065.36,894.26,869.04,1
55.42,42.59,30.50,24.92,51.57,67.67,68.76,52.63,47.50,1067.68,921.14,902.56,1
59.48,45.44,31.88,27.60,63.01,77.34,78.61,64.32,57.70,1074.34,915.70,897.14,1
57.98,41.68,33.38,24.60,50.80,67.37,69.35,52.74,49.00,1070.07,964.52,929.13,1
58.56,43.48,34.42,24.15,55.72,71.52,73.67,57.98,51.90,1070.17,931.50,895.11,0
59.00,43.69,30.37,28.64,57.20,72.68,74.40,58.98,53.50,1067.86,935.33,907.07,1
60.87,44.28,33.44,27.43,57.78,73.61,77.50,62.49,58.10,1075.77,1005.57,929.73,1
59.61,45.09,35.07,24.55,61.45,74.58,78.09,63.45,57.80,1072.20,940.59,910.98,1
56.17,43.08,28.48,27.68,53.47,69.32,70.43,54.59,51.50,1075.25,963.24,943.37,1
60.02,43.96,31.13,28.89,59.37,74.63,75.96,60.74,54.60,1068.45,919.64,898.94,1
59.33,43.01,35.46,23.87,56.13,71.89,73.43,57.46,57.70,1072.34,1028.02,1004.12,1
56.25,43.96,31.13,25.12,55.66,71.12,72.36,56.93,51.30,1068.84,921.66,901.13,1
61.81,45.73,33.92,27.89,66.48,80.47,81.59,67.68,60.10,1071.07,904.06,888.05,1
58.21,46.62,33.55,24.67,64.36,78.17,79.97,66.26,60.10,1059.71,933.86,907.03,0
56.94,42.64,31.62,25.32,52.77,68.66,70.31,54.22,50.50,1067.78,957.02,931.45,1
61.12,45.28,32.97,28.16,63.78,78.22,79.89,65.61,59.10,1066.58,926.69,900.84,1
61.17,46.05,32.22,28.95,65.75,79.70,81.62,67.91,62.00,1061.34,943.04,912.91,1
59.54,48.42,32.05,27.49,69.75,82.55,85.20,73.10,62.90,1069.41,901.82,860.41,0
60.65,47.07,30.45,30.20,67.83,81.17,83.32,70.35,61.40,1065.69,905.22,872.73,1
60.70,44.33,33.52,27.18,61.05,76.12,77.45,62.46,58.70,1076.89,961.48,939.85,1
57.75,43.94,31.65,26.10,57.50,72.73,73.75,58.39,56.60,1073.89,984.41,969.27,1
57.71,43.36,33.30,24.42,55.03,70.79,72.57,56.82,53.10,1066.27,964.93,934.51,0
60.41,46.63,34.34,26.07,66.41,79.71,82.21,68.79,62.30,1066.47,938.15,905.71,1
60.72,46.92,33.13,27.59,67.34,80.69,83.11,70.00,61.90,1072.50,919.18,884.26,1
61.04,44.96,32.90,28.14,63.32,77.80,79.12,64.61,57.10,1071.16,901.74,883.82,1
59.38,44.03,31.72,27.66,58.74,74.05,75.49,60.27,56.40,1072.14,960.16,935.76,0
