@relation eggDataIMP3

@attribute A numeric
@attribute B numeric
@attribute C numeric
@attribute D numeric
@attribute Volume numeric
@attribute Area numeric
@attribute Area_Formula numeric
@attribute Volume_Formula numeric
@attribute class {0,1}

@data
61.27,45.01,31.24,30.04,63.48,7818.10,7944.61,65.01,0
59.94,47.10,30.74,29.20,66.92,8037.79,8267.12,69.64,1
58.79,47.49,30.39,28.40,68.01,8075.98,8233.00,69.42,1
63.22,45.22,33.51,29.71,66.48,8063.72,8185.81,67.69,1
57.15,46.83,29.70,27.45,62.66,7660.60,7922.83,65.63,1
60.12,45.64,30.57,29.54,63.52,7763.87,7964.18,65.56,0
59.63,44.44,30.70,28.93,60.50,7547.10,7658.80,61.66,0
60.09,46.98,30.79,29.29,68.41,8154.08,8254.22,69.43,0
61.67,48.58,31.97,29.70,74.25,8609.34,8778.93,76.22,1
58.99,46.65,30.02,28.97,66.94,8025.87,8069.84,67.21,0
58.28,44.94,30.03,28.26,60.87,7546.35,7633.64,61.64,1
58.34,43.96,30.04,28.30,58.23,7355.66,7431.24,59.02,0
58.56,44.43,30.29,28.27,59.23,7426.63,7552.06,60.52,1
61.62,45.64,32.94,28.68,65.99,8004.18,8118.69,67.21,1
61.74,47.90,31.52,30.22,72.95,8515.18,8630.40,74.16,0
59.91,48.89,30.08,29.83,73.43,8528.35,8660.68,74.99,1
61.90,44.79,32.20,29.70,64.22,7867.93,7959.44,65.03,1
61.84,46.12,31.20,30.64,66.48,8033.05,8244.56,68.88,1
65.91,45.29,32.97,32.94,70.08,8375.14,8471.31,70.80,0
62.02,45.63,32.34,29.68,66.61,8031.75,8154.48,67.61,1
64.22,47.81,32.87,31.35,74.70,8693.04,8872.66,76.87,0
62.35,47.28,33.94,28.41,71.18,8384.03,8559.29,72.98,1
62.44,45.08,33.74,28.70,64.59,7915.73,8078.70,66.45,0
66.08,46.67,34.29,31.79,72.80,8591.63,8805.06,75.37,1
64.16,46.20,35.59,28.58,69.84,8344.49,8504.95,71.71,1
63.96,45.72,33.26,30.70,67.87,8178.70,8370.58,70.00,1
58.93,48.31,30.35,28.58,70.39,8283.89,8428.27,72.02,1
61.14,45.54,31.44,29.70,64.96,7912.44,8046.46,66.39,0
61.15,45.10,31.85,29.29,63.65,7804.97,7951.13,65.12,1
63.69,45.33,32.99,30.70,68.13,8203.39,8257.17,68.53,1
60.44,45.08,33.51,26.93,63.64,7808.45,7881.98,64.32,1
58.96,44.77,30.00,28.97,58.42,7337.95,7662.62,61.87,1
58.37,46.26,32.32,26.06,63.76,7760.59,7928.18,65.40,1
62.19,47.24,32.72,29.46,69.89,8292.68,8531.56,72.68,1
61.69,45.08,31.49,30.20,63.68,7826.40,8001.20,65.65,1
62.93,45.68,31.94,30.99,66.36,8042.95,8257.31,68.76,0
59.06,47.20,31.32,27.74,67.14,8048.41,8199.05,68.89,1
57.76,44.65,29.74,28.02,58.43,7350.89,7520.86,60.30,1
62.19,49.10,31.22,30.97,75.62,8723.05,8952.21,78.52,1
61.17,45.83,32.47,28.70,64.40,7866.73,8114.71,67.28,1
59.31,45.95,29.77,29.54,63.16,7748.14,7951.50,65.58,0
58.23,43.42,30.87,27.36,55.76,6840.56,7310.60,57.49,1
58.18,46.22,29.39,28.80,63.55,7757.50,7895.87,65.08,1
62.33,48.27,31.42,30.91,72.47,8475.15,8775.46,76.02,1
63.94,48.53,32.37,31.57,75.35,8706.47,9007.85,78.85,1
60.69,45.33,30.97,29.72,65.14,7919.49,7955.74,65.30,0
62.03,45.71,31.65,30.38,66.94,8033.14,8173.23,67.86,1
57.81,45.95,29.29,28.52,62.09,7643.60,7801.07,63.92,1
60.76,44.88,31.27,29.49,62.47,7721.79,7863.88,64.07,1
62.46,44.58,32.47,29.99,62.71,7762.93,7968.91,65.00,0
58.63,45.88,30.37,28.26,62.80,7701.78,7869.24,64.63,1
59.87,43.51,31.70,28.16,57.40,7286.71,7484.63,59.33,0
60.62,46.67,30.95,29.67,67.42,8094.60,8242.14,69.15,1
59.60,44.52,29.92,29.68,60.01,7491.49,7673.55,61.86,1
60.17,45.58,32.99,27.18,64.21,7834.46,7962.10,65.46,1
61.31,46.50,31.67,29.64,66.93,8037.87,8274.31,69.41,1
56.40,45.51,29.75,26.66,59.47,7407.92,7568.29,61.17,0
57.36,44.75,29.10,28.26,57.94,7314.64,7502.10,60.15,1
58.29,45.18,31.02,27.27,60.28,7506.36,7684.95,62.29,1
59.78,44.65,30.02,29.77,60.34,7535.34,7718.85,62.41,0
57.93,45.04,30.10,27.83,59.02,7405.80,7620.60,61.54,1
60.17,47.60,31.99,28.18,68.16,8137.87,8403.02,71.40,1
59.86,48.34,31.04,28.82,71.73,8394.22,8533.30,73.25,0
61.69,46.17,33.13,28.55,67.18,8101.67,8243.17,68.86,1
58.01,44.80,30.50,27.52,58.84,7402.39,7577.41,60.96,1
59.76,43.63,30.02,29.74,59.30,7456.59,7498.60,59.56,1
58.67,43.70,30.24,28.43,57.18,7269.93,7408.79,58.66,1
57.63,45.06,29.93,27.70,59.26,7414.27,7594.60,61.27,0
59.93,45.63,30.76,29.17,64.16,7849.09,7943.76,65.33,0
64.99,46.92,33.09,31.90,73.50,8624.43,8746.91,74.90,1
56.07,41.80,29.54,26.53,49.91,6638.52,6775.24,51.29,1
58.88,43.72,31.06,27.82,57.23,7278.53,7434.38,58.93,1
57.54,42.15,30.77,26.77,52.27,6854.15,6983.91,53.54,1
60.67,47.64,30.58,30.10,70.46,8305.15,8462.55,72.12,0
63.27,45.96,32.38,30.89,68.50,8221.84,8355.36,69.99,1
63.55,44.62,32.14,31.41,64.64,7922.58,8084.42,66.25,0
62.02,46.42,32.29,29.73,68.13,8137.34,8328.70,69.96,1
63.56,43.90,33.29,30.27,62.49,7778.68,7927.57,64.14,1
57.67,45.33,29.70,27.97,60.18,7479.19,7655.34,62.05,0
60.96,44.85,31.47,29.49,62.41,7716.64,7879.35,64.22,1
59.91,45.47,33.01,26.90,63.60,7781.84,7912.66,64.86,1
58.68,45.26,29.85,28.83,61.15,7589.28,7740.21,62.94,1
61.96,45.60,35.01,26.95,65.86,7994.19,8150.35,67.47,1
60.17,45.31,30.22,29.95,62.98,7742.70,7899.26,64.68,1
60.67,44.31,31.20,29.47,61.52,7641.26,7733.42,62.37,1
60.90,45.81,31.22,29.68,65.36,7936.79,8081.82,66.93,1
61.19,46.59,31.11,30.09,67.45,8093.84,8282.71,69.56,1
58.83,46.71,29.59,29.24,65.29,7907.09,8067.49,67.22,0
60.74,43.41,31.65,29.09,59.84,7533.02,7548.94,59.95,1
61.19,44.33,31.22,29.97,61.41,7628.73,7788.61,62.97,1
55.74,45.95,28.48,27.26,59.71,7438.72,7593.77,61.63,1
60.24,44.63,30.99,29.24,60.89,7579.74,7758.37,62.81,0
58.47,48.56,29.50,28.97,70.32,8246.98,8434.61,72.19,1
60.26,45.40,33.51,26.75,63.10,7757.11,7933.13,65.03,1
62.09,47.01,31.17,30.92,69.96,8279.75,8468.28,71.85,1
59.27,45.21,30.38,28.89,61.55,7560.57,7788.07,63.43,1
60.67,45.83,30.72,29.95,64.39,7854.30,8062.56,66.73,0
61.40,45.75,32.89,28.51,65.89,7999.62,8119.55,67.28,1
58.47,47.26,31.85,26.61,67.35,8067.33,8153.89,68.38,1
57.12,45.44,30.82,26.30,59.89,7472.28,7625.61,61.75,1
58.44,46.35,29.47,28.97,64.60,7839.39,7950.23,65.75,0
59.21,43.98,31.03,28.18,58.58,7389.17,7521.62,59.97,1
61.86,43.96,34.06,27.80,61.45,7671.97,7777.42,62.58,0
59.59,47.18,31.11,28.49,67.00,7997.37,8247.50,69.44,1
60.66,46.96,31.20,29.46,69.13,8214.18,8309.08,70.04,1
62.28,46.46,32.89,29.39,69.47,8224.08,8366.95,70.40,0
60.84,46.01,31.17,29.67,66.73,8028.14,8118.55,67.43,1
57.24,43.63,29.02,28.22,55.53,7111.17,7256.24,57.04,1
60.45,46.13,30.87,29.59,65.80,7969.92,8105.62,67.36,1
62.25,46.94,31.88,30.38,69.30,8110.62,8469.83,71.83,1
60.90,46.81,31.22,29.68,68.20,8142.85,8301.94,69.88,1
59.11,45.65,30.07,29.04,63.49,7733.58,7866.98,64.51,1
63.78,46.40,32.76,31.02,69.82,8331.56,8505.10,71.90,1
61.19,45.08,31.47,29.72,62.90,7750.26,7951.43,65.12,1
64.03,47.90,34.29,29.74,73.94,8616.09,8874.18,76.92,0
59.96,46.88,30.24,29.72,67.39,8078.32,8218.90,68.99,1
58.06,46.98,29.29,28.77,64.79,7853.20,8046.55,67.09,1
59.92,47.33,29.97,29.95,68.48,8154.10,8315.13,70.29,1
60.77,44.33,31.66,29.11,61.20,7607.05,7747.42,62.53,1
58.01,44.77,30.04,27.97,59.27,7434.41,7569.65,60.87,0
57.46,46.38,29.74,27.72,63.33,7721.33,7856.76,64.71,0
62.07,47.50,32.04,30.03,70.81,8359.88,8576.56,73.33,0
60.42,48.56,32.13,28.30,72.46,8471.23,8642.86,74.61,1
58.99,46.15,31.52,27.47,63.60,7772.30,7963.59,65.78,1
60.28,46.67,30.79,29.49,66.37,8002.84,8207.82,68.76,1
61.56,46.05,33.34,28.22,65.93,8006.74,8202.41,68.34,1
59.26,46.71,31.60,27.66,65.07,7882.16,8114.29,67.72,1
59.62,47.30,30.43,29.18,68.46,8147.12,8275.52,69.82,1
62.81,49.76,31.50,31.31,78.73,8922.17,9170.35,81.44,0
61.36,45.98,33.31,28.05,65.39,7948.18,8168.16,67.93,0
58.46,43.55,31.13,27.33,57.27,7286.27,7359.41,58.06,1
62.17,48.08,33.49,28.68,72.84,8507.84,8721.04,75.26,1
59.10,48.05,30.68,28.41,69.84,8229.51,8387.71,71.43,1
59.04,46.67,33.06,25.97,66.28,7979.73,8087.02,67.34,1
63.35,47.17,32.41,30.95,72.45,8519.25,8635.29,73.81,1
60.55,45.61,31.69,28.86,63.09,7767.74,8002.80,65.95,0
62.76,44.13,32.24,30.52,61.77,7695.12,7898.13,63.98,1
58.37,44.98,29.29,29.07,59.46,7422.21,7650.12,61.84,1
63.49,48.37,31.99,31.49,74.52,8655.50,8923.30,77.79,0
60.89,47.55,31.76,29.14,69.72,8261.68,8464.86,72.09,1
67.30,46.40,34.01,33.29,74.29,8719.84,8867.77,75.87,1
65.13,45.53,33.44,31.69,69.70,8332.17,8444.95,70.67,1
59.56,43.68,31.02,28.55,58.11,7369.94,7491.27,59.50,1
63.37,44.77,32.20,31.17,65.71,8006.71,8100.91,66.52,1
64.57,47.49,32.91,31.66,74.11,8625.70,8834.31,76.24,1
58.79,45.23,29.65,29.14,62.35,7647.22,7744.88,62.98,1
63.24,45.85,33.51,29.72,68.83,8257.01,8328.20,69.61,1
61.08,45.70,31.07,30.02,64.73,7898.23,8076.04,66.81,1
59.28,43.40,29.79,29.49,57.42,7305.38,7405.76,58.48,0
58.90,45.01,29.85,29.05,60.99,7579.41,7708.82,62.48,1
59.31,44.33,31.41,27.90,59.04,7436.40,7605.55,61.03,1
56.86,46.51,30.07,26.79,62.35,7630.88,7825.58,64.40,1
58.84,44.60,30.53,28.31,59.39,7426.46,7616.46,61.29,1
59.06,46.39,31.69,27.37,64.50,7849.33,8023.22,66.55,1
59.62,44.48,31.35,28.27,59.98,7506.36,7667.94,61.77,1
58.63,43.79,30.18,28.45,56.69,7217.36,7424.68,58.87,1
57.19,44.60,29.74,27.45,57.67,7279.30,7455.27,59.57,0
61.85,47.37,31.52,30.33,70.60,8361.58,8522.79,72.66,1
62.01,46.32,31.41,30.60,67.93,8139.48,8306.21,69.67,1
62.17,45.51,31.32,30.85,65.71,7967.87,8142.75,67.42,0
59.31,45.18,32.29,27.02,61.93,7652.67,7788.18,63.38,1
61.06,46.17,32.54,28.52,66.16,8002.90,8178.79,68.16,0
63.86,47.78,32.92,30.93,74.10,8613.87,8826.85,76.33,0
63.19,51.13,32.24,30.95,84.67,9374.53,9530.99,86.49,1
62.89,46.79,34.21,28.68,69.53,8279.43,8505.57,72.10,1
62.92,44.56,31.97,30.95,63.21,7806.70,8009.21,65.42,1
60.59,46.01,31.42,29.17,65.12,7895.84,8093.57,67.16,1
62.58,44.24,31.92,30.66,63.17,7798.54,7905.32,64.13,0
62.31,44.65,32.52,29.79,63.48,7824.57,7968.87,65.04,1
62.79,49.37,31.41,31.38,77.30,8827.16,9078.15,80.14,1
60.13,47.67,31.98,28.15,68.55,8173.31,8412.18,71.53,1
63.24,46.60,34.24,28.99,69.84,8319.39,8498.06,71.91,1
60.03,44.99,30.86,29.17,62.22,7687.94,7816.39,63.62,1
57.94,45.85,30.97,26.97,61.96,7630.54,7794.96,63.79,0
60.36,46.45,31.60,28.77,67.16,8075.01,8167.87,68.20,0
61.51,47.65,33.29,28.22,71.19,8388.25,8553.66,73.12,1
58.74,46.81,30.80,27.94,64.32,7836.92,8080.15,67.39,1
59.67,44.97,29.96,29.71,60.51,7548.15,7776.46,63.19,1
56.88,43.81,28.45,28.43,55.28,7083.06,7259.56,57.16,1
60.38,45.29,32.20,28.18,63.05,7746.27,7918.37,64.86,1
57.51,45.43,30.27,27.25,59.83,7457.94,7660.35,62.14,1
63.77,46.38,33.75,30.02,69.58,8317.10,8501.38,71.83,0
59.67,47.04,31.38,28.30,67.18,8062.05,8225.93,69.13,1
59.96,45.35,31.99,27.97,61.65,7635.82,7889.51,64.58,1
58.53,44.61,29.67,28.86,59.36,7441.37,7587.86,61.00,0
61.51,47.65,34.04,27.47,70.33,8312.99,8555.93,73.12,1
58.24,48.42,29.24,28.99,69.30,8195.81,8379.45,71.50,0
63.08,46.70,31.57,31.52,70.22,8336.75,8500.76,72.04,0
57.72,47.08,30.53,27.19,64.18,7810.33,8034.82,66.98,1
53.81,43.86,27.03,26.78,52.32,6800.31,6976.05,54.20,0
60.84,44.76,31.17,29.67,62.04,7671.59,7845.93,63.81,0
61.08,44.99,30.66,30.42,62.56,7703.16,7919.84,64.73,1
61.58,47.17,31.66,29.92,69.00,8230.67,8451.13,71.74,0
60.49,47.40,31.27,29.22,69.54,8237.90,8388.73,71.15,1
57.26,46.67,29.27,27.99,63.68,7757.91,7899.87,65.32,1
57.49,47.55,29.93,27.57,66.82,7984.69,8111.84,68.05,0
60.53,45.92,31.04,29.49,65.29,7928.92,8069.30,66.85,1
58.96,46.63,29.97,28.99,66.15,7960.18,8062.31,67.12,1
61.98,45.54,31.88,30.10,66.04,8020.58,8130.95,67.31,1
63.17,48.58,31.97,31.20,75.88,8746.84,8938.07,78.08,0
57.17,46.35,29.20,27.97,62.39,7647.40,7822.06,64.32,1
62.97,45.04,32.62,30.35,65.32,7979.57,8121.23,66.90,0
62.46,46.58,33.76,28.70,68.27,8175.65,8413.80,70.97,1
65.01,47.62,34.26,30.74,75.67,8777.37,8913.25,77.20,1
62.69,47.58,35.49,27.20,72.37,8486.45,8668.10,74.32,1
59.38,46.46,30.95,28.43,65.53,7916.34,8069.98,67.12,0
58.93,47.55,30.13,28.79,67.94,8089.20,8259.32,69.75,0
58.25,44.55,29.39,28.86,58.39,7331.73,7545.71,60.52,1
58.10,45.28,30.92,27.18,60.43,7499.65,7687.23,62.36,1
58.85,45.28,29.93,28.92,62.38,7665.57,7759.86,63.16,1
57.46,44.88,30.24,27.22,58.12,7315.34,7539.65,60.59,0
62.51,48.92,31.74,30.77,74.67,8646.08,8944.45,78.33,0
60.99,46.63,31.77,29.22,67.10,8066.85,8269.49,69.42,1
61.89,45.04,31.70,30.18,64.13,7849.61,8011.91,65.74,0
57.31,42.49,29.90,27.41,53.88,6966.64,7029.98,54.18,1
59.15,45.31,30.95,28.20,62.06,7653.16,7798.59,63.59,1
59.21,46.63,29.72,29.49,64.83,7863.80,8087.61,67.40,1
67.24,46.85,34.51,32.72,76.27,8865.22,8966.82,77.28,0
59.69,44.83,31.47,28.22,61.54,7625.70,7749.66,62.82,1
61.31,46.83,31.32,30.00,68.65,8206.61,8347.53,70.40,1
60.67,44.06,31.72,28.95,60.35,7553.05,7680.16,61.67,1
63.57,45.36,32.90,30.67,68.26,8200.66,8250.93,68.48,0
60.52,47.10,30.91,29.60,68.02,8121.07,8325.75,70.30,0
61.03,47.17,31.04,29.99,69.96,8289.71,8395.09,71.12,1
62.49,48.12,31.24,31.24,73.15,8533.51,8760.29,75.77,1
59.16,44.79,31.99,27.17,60.47,7548.72,7690.21,62.14,1
62.44,44.08,31.47,30.97,62.96,7782.42,7856.86,63.53,1
59.56,44.74,30.96,28.60,60.86,7535.76,7716.53,62.42,1
57.07,43.18,29.29,27.77,54.31,7009.47,7147.73,55.71,0
60.70,47.57,31.35,29.36,70.22,8301.02,8448.23,71.91,0
62.47,47.41,33.18,29.29,71.26,8406.38,8599.08,73.52,1
58.26,43.40,29.27,28.99,56.01,7167.67,7307.51,57.47,0
58.44,44.60,29.99,28.45,59.52,7443.52,7577.18,60.88,1
61.79,44.58,31.88,29.92,62.37,7712.72,7902.27,64.30,0
60.73,46.57,31.88,28.86,65.47,7946.70,8231.79,68.97,1
61.77,46.85,32.63,29.14,68.11,8156.32,8401.40,71.00,1
61.98,46.32,33.40,28.58,67.18,8098.15,8305.63,69.63,0
60.24,47.46,31.03,29.21,67.23,8020.82,8376.88,71.05,0
59.21,44.35,30.22,28.99,59.67,7472.49,7599.64,60.99,1
60.15,46.81,30.20,29.95,67.85,8114.19,8224.47,69.02,1
61.51,47.85,31.38,30.13,72.27,8441.11,8595.38,73.73,1
60.76,47.40,31.54,29.22,68.42,8157.59,8417.39,71.47,1
60.10,46.81,30.22,29.88,68.27,8162.93,8218.04,68.95,0
54.84,42.09,28.85,25.99,49.97,6626.71,6719.41,50.87,1
60.34,45.26,30.92,29.42,63.68,7785.46,7904.57,64.71,1
58.76,45.63,31.29,27.47,62.09,7647.78,7828.10,64.05,1
59.78,46.40,33.81,25.97,64.67,7868.01,8104.70,67.39,1
62.18,47.90,32.64,29.54,72.00,8434.45,8679.44,74.71,0
57.01,45.68,28.74,28.27,60.89,7534.07,7662.32,62.28,1
56.69,43.85,29.24,27.45,55.40,7090.83,7250.82,57.09,1
59.44,44.58,31.22,28.22,60.83,7570.32,7671.39,61.86,1
57.69,45.85,29.99,27.70,62.54,7671.61,7768.42,63.51,1
60.16,46.92,30.87,29.29,66.86,8034.03,8248.24,69.33,1
61.17,45.83,31.95,29.22,65.56,7948.88,8114.05,67.28,0
63.03,45.90,32.27,30.77,68.16,8199.06,8316.48,69.53,1
61.04,46.22,31.90,29.14,66.54,7992.48,8186.09,68.28,1
62.89,46.79,32.45,30.43,69.78,8286.83,8502.31,72.10,0
63.03,46.15,32.79,30.24,68.79,8238.97,8372.78,70.29,1
62.19,45.72,32.51,29.67,65.56,7969.77,8191.30,68.06,0
61.40,45.68,31.24,30.17,65.16,7927.03,8103.29,67.09,1
64.34,48.82,32.20,32.14,78.55,8961.31,9118.27,80.31,1
60.13,42.88,30.95,29.18,55.68,7186.36,7375.30,57.87,1
61.42,45.83,31.72,29.70,66.80,8050.79,8138.72,67.55,1
58.90,44.56,30.20,28.70,60.65,7546.26,7613.11,61.24,1
60.45,45.88,31.85,28.60,64.32,7854.50,8052.90,66.64,1
59.54,46.58,31.56,27.97,66.33,8004.73,8112.92,67.64,1
58.80,46.69,29.40,29.40,65.25,7880.18,8059.95,67.12,1
58.26,45.92,29.27,28.99,62.00,7636.60,7840.16,64.34,1
58.92,44.08,29.95,28.97,59.43,7455.64,7513.46,59.95,1
59.06,46.00,30.15,28.90,63.65,7748.39,7935.48,65.42,0
61.27,45.80,31.24,30.04,65.90,7999.13,8115.87,67.29,1
58.74,47.90,31.02,27.72,68.89,8180.18,8318.17,70.56,1
60.31,47.25,30.17,30.14,67.86,8081.67,8336.95,70.50,0
59.42,45.08,30.97,28.45,61.56,7614.16,7775.90,63.23,0
58.37,46.61,29.48,28.89,64.37,7832.33,7999.27,66.41,1
60.31,45.18,30.29,30.02,63.28,7770.29,7883.81,64.45,1
58.90,45.51,30.32,28.58,62.39,7683.61,7815.51,63.87,1
59.81,48.22,32.54,27.27,71.58,8355.81,8504.99,72.83,1
59.92,44.58,30.70,29.22,60.97,7595.61,7717.72,62.36,0
59.88,45.79,30.95,28.93,64.41,7833.50,7975.23,65.75,1
62.86,45.43,32.57,30.29,64.76,7931.38,8194.00,67.91,0
62.38,44.85,31.32,31.07,63.84,7872.06,8019.36,65.71,0
59.58,46.38,31.32,28.26,66.30,8001.71,8072.09,67.10,0
63.44,46.51,35.12,28.33,69.85,8306.20,8499.97,71.85,0
61.42,46.08,32.22,29.20,66.80,8048.77,8194.39,68.29,1
63.54,43.80,32.37,31.16,61.58,7692.13,7902.62,63.82,0
65.18,44.54,35.48,29.70,65.85,8063.22,8231.78,67.70,0
65.78,44.30,33.40,32.37,66.30,8118.96,8233.21,67.58,1
58.71,45.88,29.99,28.72,62.86,7708.15,7875.15,64.70,0
60.41,47.49,30.21,30.21,69.35,8221.96,8401.19,71.34,1
60.52,45.84,30.68,29.83,64.23,7844.32,8049.26,66.59,1
58.87,45.58,30.47,28.40,62.04,7663.66,7826.84,64.03,0
58.35,43.91,30.21,28.15,57.11,7266.70,7421.71,58.90,1
58.36,43.77,30.95,27.41,56.95,7238.42,7396.18,58.55,1
60.16,47.99,30.45,29.71,70.01,8271.18,8485.56,72.54,0
58.54,46.48,29.65,28.89,64.15,7769.01,7988.85,66.23,1
58.84,44.21,29.54,29.29,59.65,7474.01,7531.71,60.20,0
60.27,44.08,30.13,30.13,60.62,7559.60,7644.70,61.32,0
60.01,45.15,31.02,28.99,62.52,7713.56,7848.87,64.05,1
60.21,47.13,33.74,26.47,68.41,8165.14,8306.82,70.02,0
57.55,45.24,31.31,26.24,60.35,7504.38,7627.40,61.68,1
59.92,47.33,31.45,28.47,69.27,8219.69,8316.51,70.29,0
58.02,46.22,29.63,28.39,62.65,7638.04,7879.69,64.90,1
58.33,44.76,31.44,26.90,59.72,7430.24,7601.48,61.18,1
59.10,45.02,31.17,27.93,60.43,7508.89,7732.55,62.73,1
61.19,44.83,30.72,30.47,62.93,7756.28,7896.70,64.40,0
63.76,48.15,34.01,29.74,74.86,8690.56,8902.37,77.39,1
59.63,47.56,29.95,29.68,68.53,8151.46,8336.20,70.64,1
61.40,46.62,31.81,29.59,68.91,8202.59,8311.22,69.88,0
63.28,45.90,33.76,29.52,67.95,8186.83,8343.82,69.81,1
60.69,47.10,30.49,30.20,69.00,8196.04,8344.24,70.51,1
60.69,45.85,30.72,29.97,65.81,7969.27,8069.22,66.81,1
58.51,45.40,29.49,29.02,61.36,7582.83,7753.00,63.15,0
62.40,46.92,31.45,30.95,70.03,8330.96,8479.63,71.93,0
61.30,44.98,30.89,30.40,63.28,7753.47,7939.86,64.94,1
64.56,45.47,34.17,30.39,68.53,8206.68,8376.35,69.89,1
61.60,45.53,31.92,29.68,65.15,7919.14,8089.93,66.85,0
61.85,45.60,33.79,28.07,65.11,7925.58,8134.08,67.33,0
62.31,46.92,32.04,30.27,69.01,8229.15,8471.16,71.83,1
59.23,45.17,31.48,27.76,61.72,7636.28,7777.25,63.28,0
61.42,46.08,31.20,30.22,66.83,8049.05,8193.46,68.29,1
59.79,45.23,31.16,28.64,62.28,7653.68,7845.26,64.05,1
58.81,45.18,29.77,29.05,60.69,7548.39,7735.18,62.85,1
61.56,44.23,32.42,29.14,62.59,7721.55,7803.85,63.06,1
62.56,47.95,31.54,31.02,74.21,8620.13,8727.68,75.30,1
59.74,45.61,30.99,28.75,63.59,7805.32,7921.52,65.07,1
56.16,44.55,28.83,27.33,56.74,7196.13,7342.29,58.35,1
59.06,44.48,30.91,28.15,59.38,7424.33,7611.64,61.17,1
58.67,44.58,29.72,28.95,58.96,7402.64,7594.68,61.05,0
58.56,45.45,29.77,28.80,62.19,7660.01,7769.51,63.35,1
59.34,46.98,31.54,27.80,66.71,8024.63,8179.12,68.57,1
61.44,48.10,31.49,29.95,72.82,8502.59,8645.92,74.44,1
59.31,44.74,29.93,29.39,60.47,7496.26,7691.53,62.16,1
56.50,43.09,28.64,27.86,53.96,6986.71,7075.51,54.93,1
61.56,45.23,31.16,30.40,64.78,7889.29,8020.67,65.95,1
59.37,45.48,31.07,28.30,62.45,7691.87,7856.52,64.30,0
60.80,46.89,32.44,28.36,68.24,8144.12,8309.34,69.98,1
60.83,47.17,30.91,29.92,69.14,8227.83,8373.70,70.87,0
58.71,44.23,30.00,28.72,58.61,7348.61,7524.92,60.14,1
58.08,44.26,29.92,28.16,57.63,7277.00,7469.11,59.57,1
59.07,44.24,30.40,28.66,58.53,7355.95,7562.18,60.54,0
57.29,44.37,29.92,27.37,56.59,7202.89,7415.00,59.04,1
58.40,47.33,29.22,29.18,65.78,7919.95,8158.35,68.51,1
63.71,45.58,33.24,30.47,67.68,8160.77,8315.25,69.31,0
63.92,46.56,33.47,30.45,70.32,8360.89,8557.48,72.57,1
66.58,44.15,37.58,28.99,65.83,8099.85,8286.82,67.95,1
60.90,45.56,31.20,29.70,64.07,7835.32,8027.03,66.20,0
59.92,45.58,32.47,27.45,64.68,7874.23,7935.91,65.19,1
61.53,45.65,32.04,29.49,64.21,7864.81,8110.24,67.14,1
58.69,45.35,29.74,28.95,61.86,7642.05,7761.02,63.21,1
59.51,45.90,30.24,29.27,63.22,7743.01,7960.40,65.65,1
60.13,44.79,30.20,29.93,61.74,7654.42,7783.54,63.17,1
60.46,44.35,30.49,29.97,61.01,7592.11,7721.73,62.28,1
60.60,45.02,30.42,30.18,62.49,7701.30,7880.05,64.33,0
57.47,45.33,28.89,28.58,60.91,7523.12,7633.60,61.82,1
60.86,49.00,30.82,30.04,74.09,8587.52,8786.45,76.52,0
59.58,46.26,31.19,28.40,64.39,7831.68,8047.17,66.77,0
59.15,44.81,29.72,29.43,61.03,7567.80,7690.81,62.19,0
60.67,46.29,32.13,28.55,66.42,8026.49,8164.26,68.07,1
63.49,45.85,32.76,30.72,68.14,8188.87,8352.45,69.89,0
59.03,45.86,29.60,29.42,62.61,7682.46,7902.50,64.99,1
59.67,47.66,33.18,26.49,68.41,8150.08,8366.52,70.95,1
57.58,43.51,31.44,26.14,55.08,7069.25,7267.22,57.06,1
61.53,46.67,32.04,29.49,69.35,8250.29,8336.29,70.19,0
58.06,44.95,30.02,28.05,58.79,7381.70,7614.53,61.44,1
61.48,45.79,32.41,29.07,65.55,7967.31,8136.60,67.50,1
57.99,47.15,29.77,28.22,65.19,7884.24,8076.16,67.49,0
61.69,46.38,32.10,29.59,67.26,8095.33,8286.26,69.47,1
63.77,46.20,34.39,29.38,70.16,8268.24,8462.64,71.28,0
61.78,44.65,31.27,30.52,61.81,7686.07,7915.99,64.49,1
64.80,47.17,34.54,30.27,72.82,8562.06,8788.78,75.51,1
70.95,50.77,35.84,35.12,93.71,10151.21,10314.40,95.77,0
61.71,48.87,32.24,29.47,75.66,8718.56,8849.78,77.19,1
60.34,45.45,31.04,29.29,63.64,7807.81,7946.72,65.27,0
59.11,44.52,30.68,28.43,59.32,7435.69,7626.64,61.36,1
62.96,43.33,33.74,29.22,59.67,7540.46,7746.61,61.90,0
61.57,44.74,32.17,29.40,62.73,7722.08,7916.36,64.54,1
61.72,46.26,31.77,29.95,66.85,8033.69,8263.86,69.16,0
62.01,45.76,32.27,29.75,66.63,8023.49,8182.43,67.98,1
59.46,45.97,32.14,27.32,64.65,7870.21,7974.65,65.81,1
60.03,45.60,32.69,27.33,62.65,7713.22,7950.48,65.35,1
61.48,46.47,33.38,28.11,67.24,8091.53,8288.27,69.51,1
58.38,44.54,33.22,25.16,58.64,7370.38,7566.37,60.65,1
59.96,46.13,32.52,27.45,65.41,7931.04,8058.39,66.80,1
59.99,45.82,33.19,26.80,64.57,7849.88,7997.10,65.95,1
