@relation eggDataIMP3

@attribute A numeric
@attribute B numeric
@attribute C numeric
@attribute D numeric
@attribute Volume numeric
@attribute Area numeric
@attribute Area_Formula numeric
@attribute Volume_Formula numeric
@attribute class {0,1}

@data
61.69,46.60,32.47,29.22,67.88,8135.93,8337.48,70.16,1
54.64,45.54,30.02,24.62,57.01,7204.34,7403.67,59.34,0
59.71,45.19,34.17,25.55,62.42,7703.18,7836.18,63.84,1
58.65,47.06,31.20,27.45,65.73,7925.36,8127.26,68.02,1
63.11,47.23,34.31,28.80,71.83,8446.48,8625.87,73.70,1
57.35,46.92,31.32,26.04,63.45,7731.32,7965.01,66.10,1
58.00,46.89,32.41,25.59,64.60,7830.23,8026.66,66.76,0
57.81,44.31,30.33,27.48,59.07,7423.53,7454.81,59.43,1
62.10,45.26,34.96,27.15,63.74,7821.81,8088.26,66.61,0
60.82,44.32,32.99,27.82,60.93,7606.11,7752.13,62.55,1
60.01,45.20,34.15,25.86,62.54,7631.51,7867.56,64.19,1
62.30,47.57,33.05,29.25,71.55,8443.05,8617.85,73.83,1
58.00,48.38,30.38,27.61,68.48,8114.48,8345.74,71.07,1
61.63,45.98,31.85,29.78,66.66,8042.04,8192.00,68.22,1
59.06,46.20,33.06,26.00,63.69,7779.45,7986.94,66.01,1
63.24,46.13,34.26,28.97,68.91,8255.31,8390.74,70.44,1
64.21,45.58,34.99,29.22,67.63,8170.55,8368.75,69.86,1
58.51,47.30,33.24,25.27,66.70,8003.80,8172.01,68.55,1
60.37,47.30,32.69,27.68,69.46,8229.91,8356.44,70.70,1
59.96,45.43,33.67,26.29,62.70,7710.70,7911.38,64.80,0
61.59,45.01,33.43,28.16,62.81,7738.80,7977.98,65.33,1
55.51,44.93,28.52,27.00,57.04,7202.05,7358.28,58.67,0
62.69,46.83,32.22,30.47,69.71,8290.25,8490.57,72.00,1
59.51,45.65,30.74,28.77,63.21,7753.02,7906.88,64.93,1
59.59,46.75,30.19,29.40,66.00,7948.43,8153.51,68.19,1
63.65,48.29,32.04,31.60,74.69,8661.48,8921.36,77.72,1
61.09,44.94,30.82,30.27,62.40,7704.31,7910.69,64.61,0
61.51,46.07,31.38,30.13,65.41,7936.48,8200.50,68.37,1
59.26,46.67,30.27,28.99,65.32,7905.91,8103.13,67.59,0
59.92,46.33,31.22,28.70,65.31,7909.59,8096.51,67.35,0
60.25,49.32,30.12,30.12,74.95,8642.15,8792.89,76.73,0
60.63,47.06,32.72,27.91,67.54,8087.97,8332.43,70.32,1
65.27,47.72,33.82,31.44,74.20,8668.31,8960.81,77.81,0
62.33,44.99,33.17,29.15,62.99,7759.15,8046.78,66.07,0
62.89,45.48,32.59,30.29,67.26,8125.86,8209.13,68.11,1
54.01,47.23,27.37,26.63,62.00,7539.85,7686.19,63.07,0
60.09,47.48,33.09,27.00,68.98,8198.42,8369.11,70.91,1
61.94,45.33,32.99,28.95,66.53,8049.41,8082.64,66.65,1
58.69,43.83,29.97,28.72,58.03,7341.69,7438.60,59.04,1
58.81,44.43,30.54,28.27,58.36,7366.20,7576.57,60.78,1
58.37,46.48,32.09,26.27,63.09,7700.57,7974.67,66.02,1
60.13,45.29,30.18,29.95,63.42,7771.08,7891.45,64.59,1
63.02,48.71,33.13,29.89,72.03,8424.58,8952.58,78.30,1
62.69,45.08,32.72,29.97,66.01,8023.73,8101.64,66.71,0
58.63,45.56,30.95,27.68,62.11,7635.04,7800.84,63.73,1
59.29,41.51,30.53,28.76,52.30,6908.16,7012.00,53.48,1
55.87,43.08,28.60,27.27,53.06,6896.97,7013.63,54.29,0
58.38,46.31,29.93,28.45,63.39,7738.24,7935.77,65.56,1
62.46,46.60,31.49,30.97,68.56,8195.04,8415.29,71.03,1
63.39,48.05,32.44,30.95,73.79,8582.84,8838.15,76.62,1
58.61,44.29,30.18,28.43,59.47,7441.63,7528.20,60.21,0
58.53,43.46,32.41,26.12,56.07,7153.04,7350.99,57.90,1
61.36,45.11,31.47,29.89,63.19,7772.97,7974.39,65.38,1
60.86,45.10,30.53,30.33,63.18,7790.03,7921.53,64.81,0
62.02,47.75,31.65,30.37,72.05,8453.98,8626.30,74.03,0
61.33,44.94,30.82,30.52,63.40,7785.35,7935.05,64.87,1
59.69,44.08,31.22,28.47,59.28,7448.86,7589.17,60.73,1
62.23,44.02,31.48,30.75,62.69,7769.24,7823.37,63.15,0
58.01,44.88,30.77,27.25,58.77,7377.85,7593.90,61.17,0
61.98,48.49,31.11,30.87,75.00,8681.34,8788.70,76.29,1
58.26,45.92,30.02,28.24,62.05,7624.00,7840.54,64.34,0
60.55,46.89,30.91,29.64,67.94,8135.10,8281.78,69.70,1
58.42,45.83,29.95,28.47,62.81,7698.08,7836.51,64.25,1
60.12,43.27,31.20,28.92,58.36,7380.70,7458.43,58.94,1
57.99,45.90,31.24,26.75,61.30,7582.45,7810.14,63.97,1
62.65,44.79,33.72,28.93,64.47,7906.31,8035.85,65.82,1
60.48,48.34,31.13,29.36,72.22,8458.19,8599.11,74.02,1
60.45,47.81,31.13,29.32,70.82,8347.03,8477.59,72.37,1
64.05,45.65,32.29,31.77,66.72,8103.42,8364.21,69.89,1
59.52,44.33,31.16,28.36,59.85,7479.47,7625.87,61.25,0
58.13,44.29,31.72,26.41,57.36,7268.33,7484.54,59.71,0
60.39,46.76,30.60,29.79,68.00,8105.18,8237.04,69.13,1
62.42,50.35,33.47,28.95,78.91,8952.90,9268.32,82.87,1
62.17,47.01,31.85,30.32,71.17,8377.77,8475.06,71.92,1
62.31,48.45,31.27,31.04,74.07,8606.66,8814.65,76.57,0
61.74,44.21,32.94,28.80,61.98,7714.08,7817.39,63.18,1
57.07,45.45,28.55,28.52,59.38,7412.29,7620.57,61.73,1
56.31,42.55,28.86,27.45,52.12,6817.78,6947.90,53.38,1
62.46,47.35,34.01,28.45,71.85,8440.83,8587.52,73.34,0
59.62,45.54,29.95,29.67,62.80,7716.24,7893.91,64.75,1
63.39,48.28,34.46,28.93,73.86,8596.01,8895.26,77.37,1
62.74,45.88,32.24,30.49,66.44,8045.04,8281.20,69.13,1
64.10,46.14,33.72,30.38,68.90,8276.23,8480.50,71.45,1
60.71,47.38,31.74,28.97,69.01,8205.58,8407.55,71.35,0
61.94,45.83,32.47,29.47,67.56,8138.18,8191.94,68.13,1
58.17,47.10,29.22,28.95,65.53,7904.33,8084.71,67.58,0
61.76,47.60,32.62,29.14,69.96,8278.24,8567.09,73.27,1
64.33,46.40,34.81,29.52,70.49,8396.23,8564.33,72.51,1
61.71,47.87,31.24,30.47,72.50,8491.50,8622.68,74.06,0
59.96,47.21,31.36,28.60,67.14,8057.16,8292.32,69.96,1
59.56,46.75,29.92,29.64,66.53,7975.41,8149.54,68.15,1
60.69,47.15,31.50,29.19,68.01,8147.58,8355.41,70.65,0
60.30,47.75,30.27,30.03,70.35,8300.73,8446.17,71.98,1
61.04,46.27,31.70,29.34,66.70,8030.21,8195.64,68.41,0
58.40,45.53,30.34,28.06,61.36,7584.59,7771.07,63.40,0
56.73,44.02,28.97,27.77,56.36,7188.62,7289.81,57.57,1
61.81,46.42,33.06,28.74,66.81,8055.99,8310.58,69.75,1
61.60,45.01,31.67,29.93,64.12,7849.20,7976.56,65.34,1
60.59,45.51,30.92,29.67,64.53,7856.93,7983.87,65.70,1
62.31,47.25,32.17,30.14,70.46,8316.64,8545.21,72.84,1
61.26,46.65,32.79,28.47,68.52,8185.20,8304.28,69.80,1
63.66,47.31,34.46,29.20,74.89,8696.48,8702.29,74.61,1
58.68,45.10,29.38,29.30,61.06,7570.67,7704.90,62.48,1
58.65,44.73,32.59,26.06,59.69,7477.69,7630.24,61.45,0
63.14,45.48,33.34,29.79,66.69,8077.56,8235.05,68.38,1
60.98,47.07,31.10,29.89,67.33,8083.69,8366.48,70.74,1
61.89,44.98,33.59,28.30,63.21,7797.18,8002.12,65.57,0
57.53,46.92,28.89,28.64,64.72,7848.64,7980.40,66.32,0
61.24,47.62,31.24,29.99,70.54,8314.82,8516.73,72.72,0
59.40,45.06,30.70,28.70,61.73,7627.12,7769.33,63.15,1
59.63,43.77,32.47,27.16,58.83,7414.14,7520.63,59.83,0
63.80,46.67,32.02,31.79,71.63,8465.38,8569.32,72.78,0
63.41,48.00,32.59,30.82,73.43,8576.42,8830.85,76.51,0
64.88,46.98,34.34,30.54,73.20,8602.30,8751.45,74.97,0
60.73,46.32,30.63,30.10,66.23,8003.74,8175.93,68.23,1
63.34,47.92,34.77,28.57,73.14,8553.57,8808.02,76.15,0
63.71,46.23,33.13,30.58,68.87,8264.74,8459.69,71.29,1
60.70,45.51,31.13,29.57,63.67,7806.62,7995.96,65.83,0
62.86,46.35,33.47,29.39,69.09,8269.29,8402.07,70.72,1
64.91,48.00,32.84,32.07,75.27,8737.57,8988.78,78.31,1
62.05,45.85,34.96,27.10,66.74,8080.29,8213.74,68.31,0
59.46,46.17,30.91,28.55,65.50,7924.25,8015.93,66.38,1
54.15,44.08,28.22,25.93,53.28,6875.38,7053.52,55.09,1
58.85,44.02,29.93,28.92,58.51,7361.11,7494.13,59.72,1
60.99,45.63,30.77,30.22,65.13,7923.92,8049.27,66.47,1
58.96,46.63,29.72,29.24,65.28,7896.73,8062.18,67.12,1
59.29,47.39,30.56,28.73,67.97,8087.30,8262.74,69.72,1
61.98,47.07,31.10,30.88,70.29,8331.27,8469.12,71.89,0
60.28,46.05,32.55,27.73,65.64,7966.19,8072.60,66.92,1
61.12,46.92,32.72,28.39,68.65,8205.88,8350.27,70.46,1
59.06,44.43,30.54,28.52,59.93,7494.94,7600.83,61.04,0
58.46,45.63,33.79,24.68,62.60,7691.46,7807.76,63.73,1
62.06,47.70,33.56,28.49,71.32,8407.99,8622.21,73.93,1
57.07,45.20,29.54,27.52,59.69,7440.18,7568.57,61.05,1
62.78,45.71,33.90,28.89,67.77,8106.14,8252.13,68.69,1
61.51,45.13,32.02,29.49,64.00,7842.21,7993.07,65.58,1
60.09,48.40,30.20,29.89,70.91,8335.91,8570.54,73.72,0
56.84,46.79,28.68,28.16,63.41,7713.31,7883.08,65.17,1
60.92,47.04,31.10,29.82,69.02,8219.59,8353.00,70.57,1
59.26,45.15,32.02,27.25,61.22,7596.90,7776.91,63.25,1
63.62,47.03,32.95,30.67,72.18,8488.45,8631.31,73.68,1
62.15,46.81,31.97,30.18,70.08,8312.49,8430.77,71.32,1
62.73,47.57,32.37,30.35,72.56,8507.69,8659.25,74.31,1
57.82,45.76,30.15,27.66,60.38,7483.05,7761.28,63.39,1
59.25,47.08,33.30,25.95,66.42,8006.56,8197.25,68.75,0
59.53,45.68,31.52,28.02,61.64,7621.63,7915.91,65.03,1
58.49,43.30,29.39,29.11,55.46,7111.41,7308.90,57.43,1
61.39,45.28,32.45,28.93,64.14,7844.46,8014.07,65.88,1
59.62,44.77,30.45,29.17,61.74,7644.37,7728.94,62.58,1
57.82,43.87,29.18,28.64,56.51,7206.76,7362.10,58.26,1
59.27,48.13,30.88,28.39,70.02,8243.37,8424.54,71.89,0
61.08,47.17,31.66,29.42,69.35,8250.98,8399.99,71.16,0
58.26,44.65,30.77,27.49,58.45,7350.72,7570.63,60.82,0
59.74,45.13,29.99,29.74,61.10,7589.52,7815.94,63.69,0
61.51,45.70,32.14,29.37,65.34,7863.44,8119.75,67.27,1
56.69,47.35,30.10,26.59,59.82,7454.01,7987.58,66.54,0
62.37,49.28,33.94,28.43,76.29,8742.88,9016.49,79.32,1
58.79,46.83,32.06,26.74,65.22,7903.57,8093.20,67.51,1
62.04,45.36,31.88,30.17,65.20,7940.19,8097.54,66.84,1
59.11,43.77,30.93,28.18,57.67,7297.36,7468.00,59.31,1
58.34,46.23,29.57,28.77,62.68,7692.94,7913.59,65.28,1
62.59,46.51,32.44,30.15,69.44,8256.42,8408.60,70.90,1
63.55,46.71,36.48,27.07,69.86,8331.19,8562.59,72.61,1
61.70,45.25,32.67,29.04,65.05,7954.39,8041.43,66.16,1
56.81,45.01,28.90,27.91,58.90,7349.78,7502.52,60.26,1
57.69,45.35,29.49,28.20,60.02,7473.87,7661.82,62.13,1
61.43,46.40,32.03,29.41,67.47,8112.01,8266.02,69.26,1
57.40,44.94,31.48,25.91,58.15,7322.71,7548.49,60.68,0
63.69,48.03,33.34,30.35,76.55,8797.28,8867.85,76.94,0
62.64,47.55,32.44,30.20,72.22,8466.95,8645.82,74.14,1
61.24,45.93,33.42,27.81,65.60,7968.03,8144.54,67.63,0
58.15,44.31,29.72,28.43,58.46,7349.46,7487.01,59.78,1
61.26,46.70,31.64,29.62,68.31,8078.47,8315.11,69.97,1
60.69,45.58,31.97,28.72,64.54,7843.58,8011.32,66.03,0
62.65,46.27,32.75,29.89,68.99,8255.25,8360.18,70.22,1
58.62,45.82,29.43,29.19,62.51,7695.64,7854.41,64.45,0
63.89,46.22,34.60,29.29,69.87,8326.71,8479.79,71.48,1
62.49,46.38,31.24,31.24,68.06,8169.61,8366.63,70.36,0
61.39,45.92,32.83,28.56,66.28,8024.73,8157.41,67.79,1
61.15,48.08,30.72,30.43,72.87,8495.17,8610.70,74.03,1
59.19,48.30,30.03,29.17,69.45,8225.29,8452.37,72.30,1
57.29,45.43,29.05,28.24,60.38,7477.69,7637.12,61.90,0
54.45,42.31,27.83,26.62,49.74,6589.48,6725.83,51.03,1
58.88,44.29,30.18,28.70,58.77,7390.60,7554.31,60.48,1
58.28,45.36,30.38,27.90,61.27,7591.27,7722.24,62.79,0
57.20,45.73,30.62,26.58,60.03,7449.20,7693.90,62.62,1
60.24,47.28,31.52,28.72,68.64,8161.49,8338.38,70.52,1
59.18,46.29,29.60,29.57,65.08,7899.27,8010.88,66.39,1
55.21,45.11,29.83,25.38,56.61,7143.82,7368.08,58.81,1
57.54,44.25,30.71,26.83,57.26,7267.71,7416.24,58.99,1
57.22,45.04,30.74,26.48,58.74,7383.74,7552.16,60.79,1
59.13,44.65,30.74,28.39,60.62,7545.26,7655.42,61.73,1
64.51,47.90,36.56,27.95,74.32,8664.91,8931.27,77.49,0
59.01,43.63,32.29,26.72,58.51,7383.12,7430.15,58.81,1
58.78,45.99,30.03,28.75,63.11,7736.94,7905.79,65.09,0
57.40,43.86,30.37,27.03,56.44,7196.42,7321.74,57.82,1
57.60,45.30,29.35,28.26,61.05,7561.41,7640.99,61.88,1
59.81,46.22,30.03,29.78,65.98,7967.23,8060.43,66.91,1
60.41,45.18,30.99,29.42,62.51,7701.42,7895.85,64.58,1
57.94,43.33,29.49,28.45,55.47,7123.76,7262.22,56.96,0
60.03,44.15,30.52,29.52,60.42,7547.79,7636.75,61.28,0
60.99,45.19,30.91,30.08,62.98,7758.32,7954.17,65.21,0
57.83,44.92,28.91,28.91,59.58,7404.21,7584.15,61.10,1
57.79,48.75,29.14,28.65,70.95,8276.69,8405.36,71.92,0
63.10,47.01,34.26,28.85,71.61,8434.73,8575.42,73.01,1
60.86,46.38,32.35,28.51,66.23,8008.26,8202.88,68.54,1
64.25,45.47,32.27,31.98,67.69,8172.45,8343.19,69.55,1
62.31,44.40,32.29,30.02,61.91,7693.96,7913.84,64.32,0
56.46,44.63,28.74,27.72,57.89,7283.16,7388.56,58.88,1
60.56,47.67,32.32,28.24,70.11,8286.91,8458.96,72.06,1
59.78,46.14,32.20,27.58,63.89,7803.31,8043.42,66.65,1
61.87,48.05,31.20,30.67,72.16,8442.84,8677.80,74.78,1
55.26,43.93,27.77,27.49,53.47,6913.14,7128.88,55.84,1
61.16,44.23,33.75,27.41,61.25,7656.23,7768.20,62.65,1
59.63,46.96,29.92,29.71,66.30,7973.92,8202.83,68.85,0
61.86,47.42,30.95,30.91,69.93,8305.88,8535.74,72.83,1
59.31,47.38,30.70,28.61,67.19,8056.45,8263.65,69.72,1
62.14,47.30,33.96,28.18,70.11,8295.11,8540.77,72.77,1
62.39,45.23,32.84,29.54,64.69,7920.90,8104.58,66.83,1
59.49,45.33,30.35,29.14,61.20,7582.99,7834.69,63.99,1
57.01,44.93,30.02,27.00,57.67,7273.47,7505.96,60.25,0
59.84,46.98,31.57,28.27,67.35,8075.61,8229.75,69.14,1
60.21,49.40,30.97,29.24,75.34,8661.31,8807.13,76.93,1
54.01,43.17,27.52,26.49,51.54,6743.53,6857.10,52.71,0
60.99,44.88,30.77,30.22,63.32,7785.73,7886.16,64.31,1
60.09,45.49,31.23,28.86,62.88,7727.48,7929.84,65.10,0
59.05,45.90,30.93,28.12,63.14,7733.79,7914.85,65.14,1
56.48,48.36,29.01,27.48,67.15,8024.15,8182.19,69.16,1
64.07,46.99,32.92,31.15,72.26,8475.00,8667.81,74.06,0
63.25,47.54,35.12,28.12,71.48,8412.89,8713.50,74.84,1
60.89,44.73,31.57,29.32,61.85,7678.10,7846.36,63.80,0
63.06,46.17,32.52,30.54,67.53,8135.87,8380.72,70.39,0
60.42,45.08,31.97,28.45,62.49,7718.48,7875.93,64.30,1
61.52,47.71,31.43,30.08,71.46,8393.08,8565.12,73.32,1
60.28,46.29,31.07,29.21,64.96,7914.79,8124.29,67.64,0
64.16,44.98,32.32,31.85,66.92,8122.62,8225.70,67.98,1
60.11,44.98,30.79,29.32,62.81,7739.86,7823.04,63.69,1
60.83,44.37,30.42,30.42,60.40,7560.73,7760.82,62.70,1
64.21,45.58,32.47,31.74,68.51,8238.67,8365.10,69.86,1
63.16,46.26,31.85,31.32,69.64,8306.28,8409.92,70.77,0
59.46,48.24,33.42,26.04,69.28,8211.34,8475.98,72.45,1
61.69,46.85,32.97,28.72,69.55,8269.39,8394.09,70.91,0
59.90,45.56,30.95,28.95,64.30,7840.65,7926.90,65.11,0
57.43,45.04,29.57,27.86,59.22,7416.34,7571.41,61.02,1
60.46,44.60,30.49,29.97,61.43,7633.32,7775.44,62.98,1
60.54,45.48,30.62,29.93,64.03,7819.97,7973.21,65.57,1
54.88,45.58,29.97,24.91,56.78,7143.76,7434.87,59.70,1
60.05,47.01,31.45,28.60,67.29,8047.65,8257.75,69.48,1
59.58,46.26,30.43,29.15,64.74,7847.91,8046.42,66.77,1
59.46,43.98,30.24,29.21,57.97,7338.73,7544.74,60.22,1
60.10,47.78,30.43,29.67,69.66,8231.33,8432.62,71.84,0
60.76,47.92,32.76,27.99,70.33,8306.01,8536.29,73.06,0
59.77,46.89,31.13,28.64,66.95,8021.81,8202.43,68.80,1
58.90,44.56,32.72,26.18,58.87,7385.36,7618.26,61.24,1
59.56,45.75,30.91,28.65,62.98,7706.95,7932.24,65.26,1
57.60,44.77,29.67,27.93,60.00,7463.90,7530.47,60.46,1
55.21,48.17,27.72,27.49,65.89,7899.56,8010.42,67.09,0
62.07,46.27,31.21,30.87,68.14,8157.88,8300.25,69.57,1
60.17,45.83,30.45,29.72,64.46,7850.67,8012.18,66.18,1
59.41,45.72,34.03,25.38,61.51,7594.07,7921.27,65.02,1
60.34,44.70,30.54,29.79,61.37,7630.11,7784.76,63.14,0
61.58,45.64,31.91,29.67,65.15,7944.39,8113.51,67.17,1
63.09,48.52,32.19,30.91,76.63,8787.53,8914.10,77.76,1
62.89,49.07,32.69,30.20,76.07,8745.99,9018.96,79.27,1
59.34,44.70,31.32,28.02,60.42,7532.74,7687.76,62.09,0
62.45,46.04,32.37,30.07,67.52,8138.93,8288.62,69.31,0
59.78,43.38,30.04,29.74,57.79,7330.40,7448.34,58.90,1
64.46,48.10,32.49,31.97,76.33,8806.75,8964.80,78.10,1
60.06,47.45,30.54,29.52,68.38,8145.21,8355.26,70.80,0
59.38,47.56,30.70,28.68,69.46,8217.05,8310.77,70.34,1
60.90,46.29,32.20,28.70,64.93,7898.51,8188.75,68.34,1
54.31,44.01,28.65,25.66,52.83,6830.81,7054.44,55.07,1
58.24,44.63,32.79,25.45,58.43,7362.82,7568.75,60.73,1
59.62,45.98,30.54,29.07,63.83,7805.01,7988.63,65.99,1
61.51,47.81,33.19,28.33,72.63,8483.88,8591.17,73.64,1
57.50,45.61,28.86,28.64,61.06,7548.03,7696.60,62.63,1
56.95,45.87,31.55,25.40,60.22,7472.98,7703.34,62.75,1
59.04,46.15,32.32,26.72,63.74,7786.35,7970.72,65.83,1
59.52,44.08,31.41,28.11,59.86,7488.40,7573.39,60.56,1
59.18,46.29,30.32,28.86,63.68,7788.60,8011.28,66.39,1
60.96,46.35,31.49,29.47,67.92,8141.10,8206.82,68.58,1
59.63,48.06,30.93,28.70,70.09,8269.85,8447.65,72.13,1
62.08,46.39,31.16,30.91,68.91,8238.40,8327.94,69.95,1
57.97,45.80,29.46,28.51,61.97,7643.00,7784.07,63.67,0
59.86,43.46,31.60,28.27,57.04,7281.95,7474.31,59.20,1
58.59,45.64,30.33,28.26,62.39,7653.86,7811.78,63.89,1
63.17,47.33,32.97,30.20,73.08,8555.37,8653.82,74.11,1
62.64,45.64,35.74,26.90,66.74,8095.48,8229.52,68.34,1
59.67,46.33,30.70,28.97,65.33,7918.06,8070.80,67.07,1
58.49,45.65,29.99,28.49,61.39,7585.09,7804.14,63.82,1
60.67,47.58,30.95,29.72,69.70,8251.32,8448.65,71.93,1
61.49,46.13,32.74,28.74,67.88,8131.66,8211.39,68.49,1
59.28,46.40,31.04,28.24,64.49,7848.46,8046.80,66.83,1
59.72,45.27,30.81,28.90,61.43,7619.93,7844.55,64.07,1
58.80,44.25,29.83,28.97,58.61,7399.75,7537.89,60.29,1
62.25,45.69,34.39,27.87,66.06,7860.45,8195.66,68.04,1
59.51,45.40,31.29,28.22,61.97,7654.73,7853.79,64.23,1
62.08,45.95,33.29,28.80,66.29,8004.37,8234.18,68.64,1
60.00,47.25,30.37,29.63,67.96,8111.29,8306.17,70.15,1
60.35,45.49,32.39,27.96,63.36,7778.71,7957.90,65.38,1
60.80,44.86,30.42,30.38,63.04,7760.13,7864.72,64.07,1
63.86,46.20,33.84,30.02,69.47,8300.44,8469.65,71.37,0
57.76,44.65,32.04,25.72,57.94,7310.43,7525.61,60.30,1
59.62,45.73,30.82,28.80,64.12,7830.21,7934.76,65.28,0
61.30,49.24,31.90,29.40,74.76,8612.38,8888.88,77.83,1
66.26,45.85,34.51,31.74,72.42,8575.04,8635.07,72.94,1
57.60,45.02,32.19,25.41,59.00,7380.58,7588.92,61.13,1
55.56,42.99,29.65,25.91,53.37,6896.16,6968.20,53.77,0
60.40,45.06,31.97,28.43,62.86,7737.26,7869.69,64.22,1
59.10,44.52,29.67,29.43,60.09,7497.08,7624.43,61.34,0
62.92,47.41,33.63,29.29,71.69,8426.66,8646.42,74.05,0
58.34,44.95,30.32,28.02,60.65,7538.52,7641.90,61.73,0
61.15,46.56,31.22,29.93,67.40,8088.16,8272.21,69.42,1
55.74,44.40,29.74,26.00,54.85,7028.56,7273.46,57.54,1
59.59,44.46,31.04,28.55,60.13,7518.42,7658.53,61.66,0
60.06,43.93,30.27,29.79,58.61,7399.78,7591.68,60.68,1
58.72,44.20,30.66,28.06,58.07,7336.44,7520.31,60.07,1
61.06,49.39,31.56,29.50,76.90,8814.09,8896.36,77.99,1
64.11,46.92,33.59,30.52,71.77,8473.80,8658.26,73.91,1
63.75,45.79,32.37,31.38,68.35,8219.23,8365.30,69.99,1
59.53,45.18,30.04,29.49,61.49,7613.99,7806.95,63.62,1
57.68,44.30,30.13,27.55,58.20,7338.98,7439.51,59.27,1
61.92,46.08,31.20,30.72,68.35,8171.73,8244.16,68.85,0
62.78,46.89,34.16,28.62,70.59,8370.45,8514.75,72.26,1
62.89,46.48,32.32,30.57,68.94,8236.18,8431.10,71.13,1
62.26,47.65,31.49,30.77,72.04,8458.09,8628.69,74.01,1
57.24,42.63,28.99,28.24,53.89,6986.02,7050.55,54.46,1
60.51,44.88,30.77,29.74,62.64,7729.26,7838.90,63.80,1
61.32,46.25,33.44,27.89,66.32,7994.80,8223.69,68.68,1
59.74,46.60,30.13,29.60,65.89,7946.77,8136.26,67.93,1
60.71,45.85,31.72,28.99,64.77,7882.15,8072.43,66.84,1
62.03,45.90,31.77,30.27,67.22,8101.74,8215.16,68.43,1
58.96,46.38,30.74,28.22,64.71,7856.50,8008.78,66.40,1
58.51,45.92,29.27,29.24,63.11,7723.58,7865.24,64.62,0
61.67,45.56,31.95,29.72,65.92,7958.84,8104.83,67.03,0
58.54,46.99,30.15,28.39,65.80,7898.07,8097.74,67.67,1
59.90,45.81,33.47,26.43,64.94,7901.76,7987.01,65.82,1
59.43,44.51,29.82,29.60,60.36,7539.34,7654.57,61.66,1
60.74,44.88,32.52,28.22,62.01,7679.92,7863.43,64.04,1
56.57,44.70,30.57,26.00,57.90,7300.07,7417.61,59.19,1
58.48,45.48,30.66,27.81,61.18,7560.69,7767.80,63.33,0
56.65,44.35,28.75,27.91,57.07,7200.57,7349.24,58.34,1
59.81,44.43,30.52,29.29,60.29,7503.17,7673.92,61.81,0
61.30,44.83,33.68,27.61,62.43,7707.73,7910.87,64.50,1
63.75,45.22,33.79,29.96,65.79,8024.11,8239.45,68.26,1
61.09,47.76,32.67,28.41,72.43,8446.17,8534.67,72.97,0
56.44,44.27,29.01,27.44,56.31,7173.03,7313.18,57.92,0
65.41,48.56,32.95,32.45,78.52,8975.32,9172.44,80.77,1
57.76,44.65,30.52,27.25,58.79,7373.28,7521.73,60.30,1
63.56,46.17,31.79,31.77,68.83,8247.67,8431.15,70.95,0
59.94,44.58,32.24,27.70,60.42,7536.36,7721.90,62.38,0
62.17,43.99,31.60,30.57,61.53,7654.76,7809.23,62.98,1
58.78,46.64,30.13,28.64,65.33,7909.47,8046.04,66.94,1
63.00,48.21,33.24,29.77,73.47,8541.83,8835.98,76.67,0
58.04,43.61,30.82,27.22,55.90,7173.53,7331.07,57.80,0
58.85,44.02,32.94,25.91,58.88,7396.53,7500.17,59.72,1
60.63,46.04,31.44,29.20,65.85,7969.72,8105.75,67.31,1
57.44,46.88,29.22,28.22,64.43,7809.38,7961.14,66.09,0
58.51,46.17,29.74,28.77,64.62,7844.05,7919.05,65.32,1
67.15,46.89,36.98,30.17,75.49,8838.33,8970.38,77.29,1
57.07,45.18,29.18,27.90,59.10,7400.21,7564.84,61.01,1
58.15,45.01,29.82,28.33,59.71,7465.83,7635.10,61.69,0
60.24,43.85,31.27,28.97,59.18,7452.78,7593.30,60.65,1
60.27,45.60,30.62,29.65,63.91,7811.21,7971.45,65.61,1
58.54,45.68,30.58,27.96,62.06,7664.04,7815.65,63.95,0
59.06,45.70,32.04,27.02,63.56,7771.41,7875.99,64.59,1
64.11,45.45,33.06,31.04,67.50,8167.50,8325.61,69.35,0
57.41,45.05,30.87,26.54,59.56,7428.30,7573.01,61.02,1
57.18,45.29,30.85,26.34,59.68,7443.51,7601.58,61.43,1
59.42,44.58,30.97,28.45,60.35,7530.39,7668.98,61.84,0
58.04,45.43,31.02,27.02,62.23,7651.77,7713.53,62.71,1
59.21,44.85,29.97,29.24,60.76,7561.04,7705.89,62.37,1
62.01,47.53,31.48,30.53,71.68,8406.29,8577.10,73.36,0
60.32,44.56,31.35,28.97,59.76,7508.83,7752.30,62.71,0
56.13,44.06,29.43,26.70,56.00,7123.89,7240.06,57.05,0
58.15,45.54,30.08,28.07,61.15,7573.21,7747.40,63.15,1
58.04,46.67,31.52,26.52,63.92,7778.74,7982.09,66.20,1
59.59,45.70,30.79,28.80,62.76,7710.13,7925.88,65.17,0
61.76,44.58,31.16,30.60,62.11,7690.23,7898.53,64.27,0
58.43,44.55,29.57,28.86,58.47,7363.88,7563.82,60.71,1
59.83,44.31,30.57,29.25,58.66,7415.68,7651.10,61.51,1
56.62,45.26,29.36,27.27,59.24,7404.87,7537.58,60.74,1
61.46,47.38,31.99,29.47,70.68,8348.50,8485.22,72.23,1
60.26,48.67,30.74,29.52,72.20,8435.29,8648.49,74.74,1
58.92,45.18,30.02,28.90,60.67,7546.17,7746.78,62.97,1
